SrcDatabase-来源数据库	Title-篇名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	Year-年	Period-期	URL-网址	DOI-DOI
CMFD2021	面向医联体的信息系统及技术研究	刘铮	青岛科技大学	青岛科技大学	医联体;;区块链;;联盟链;;Hyperledger Fabric	"2013年,为解决“看病难、就医难”的问题,我国提出了医联体及相关政策,并大力推行区域医疗模式发展。医联体是区域医疗联合体的简称,由同一区域的三级医院、二级医院以及社区医院组成。医联体创办的初衷是解决患者就诊难的问题,患者在就医时无需再挤进三级医院,在社区医院也能解决。医联体通过将同一区域内的医疗资源整合并合理分配到各个医疗机构中,实现医疗机构间信息互通、资源共享、利益共赢,充分发挥基层医院作用,方便患者就医,促进区域医疗发展。但在医疗信息化的趋势面前,医联体的信息化建设遇到了瓶颈。在医联体内,医疗机构之间没有一个可以实现信息共享的信息系统,而且医院与医院之间数据信息标准不统一、无法共享,这些问题都会影响医联体正常的运行,统一管理难度大。且面对于医联体这个大平台,每天需要处理大量的数据,传统的中心化系统架构已无法保证系统稳定运行,这些问题给医联体建设发展带来了极大的挑战。区块链技术被认为是继互联网之后又一项具备颠覆性的技术,具有共享账本、不可篡改、去中心化等特点。目前,我国正大力推展“区块链+”信息发展模式,促进将区块链融入到各行各业中,但将区块链融入到医疗行业中的例子可谓少之又少,且将区块链技术应用到医联体更是没有先例,而根据区块链公开透明共享账本等特性,可广泛适用于医联体场景。本文通过研究医联体,分析我国医联体目前发展中的优势和存在问题。为了解决当前我国医联体发展中的信息不共享等关键问题,首次将区块链技术运用到医联体内,提出了基于Hyperledger Fabric联盟链的医联体信息系统架构,并建立了基于Hyperledger Fabric联盟链的医联体信息系统,该系统运用区块链去中心化、共享账本、可追溯等特征,实现了医联体区块链内各个医疗机构的信息共享,并利用智能合约简化流程、降低风险,证明了将区块链技术运用到医联体上的可行性,以期为医疗行业信息化以及医联体发展提供参考。"	2020-05-10	2020	01		10.27264/d.cnki.gqdhc.2020.000886
CMFD2020	温州市医院“双下沉、两提升”工作问题及对策研究	李春	四川师范大学	四川师范大学	双下沉;;两提升;;长效机制	"浙江省委省政府做出了“医学人才下沉、城市医院下沉,提升县域医疗卫生服务能力,提升群众满意度”的决策部署。“双下沉、两提升”工作有助于医改工作突破瓶颈,促进分级诊疗体系的建设,缓解医疗资源供给不均衡现象,有效解决群众看病难、看病贵问题。分析温州市及温医附二院的“双下沉、两提升”工作资料,研究工作现状和存在问题。通过问卷调查法,了解群众就诊满意度和医务人员的工作现状。对温医附二院“双下沉、两提升”工作分析。梳理温医附二院“双下沉、两提升”工作的问题,专家单独下沉方式无法满足工作需求、下沉专家对绩效考核方案满意度较低、双向转诊工作开展不顺畅、远程会诊工作未常规开展。对问题进行原因分析,服务主动性不够,保健因素和激励因素均不足,对公众服务需求处理不及时,公共利益意识较弱。结合新公共服务理论和双因素理论提出解决温州市医院“双下沉、两提升”工作问题的建议。城市医院采用专科团队方式下沉;城市医院完善下沉人员绩效考核方案;城市医院和被托管县级医院共同更新转诊流程,创建转诊信息手段,建立双下沉云平台系统。本文有研究视角创新,以新医改背景下医疗托管合作模式为视角对温州市优质医疗资源配置情况进行分析。从温州市“双下沉、两提升”工作出发,从城市医院的人员下沉方式、专家绩效考核方案、信息化建设等角度来分析和改进工作。以提高群众就医满意度为研究目标,创新工作方式,提高医疗卫生服务的质量和效率。"	2020-05-09	2020	08		10.27347/d.cnki.gssdu.2020.000946
CMFD2021	异地联网结算对分级诊疗的影响及医保管理对策	梁婷	华南理工大学	华南理工大学	异地就医;;异地联网结算;;分级诊疗;;健康治理;;双重差分模型	"在老龄化、人口流动和城镇化等社会经济转型多因素推动下,居民对优质医疗资源和异地就医的需求迅速增长。鉴于此,国家实施异地联网结算政策以提高异地就医结算服务的水平和效率。长期以来,我国区域经济发展和卫生医疗资源分布不均衡,国家推行分级诊疗制度以缓解医疗资源的“双集中”和“倒三角”结构,实现有序就医格局,以促进就医公平。可以说,实现医疗服务的公平与效率是医疗改革的重要目标。然而,作为适应流动性和提高就医效率的异地联网结算政策,其在带来便利性的同时,会否影响居民的就医行为和取向,从而影响分级诊疗体系的构建,亟待研究。本研究以政策协同和健康治理为理论视角,以健康服务需求为理论框架,先采用文献法和访谈法了解国内外异地就医和分级诊疗的政策开展情况和研究成果;然后以肇庆市A区城居保在异地联网结算政策实施前后本异地住院就医的结算数据为基础,应用描述性分析和方差分析法统计对比异地联网结算政策前后A区居民本异地和三级医院住院就医的人次和费用变化趋势,发现异地联网结算政策实施后,A区异地就医人次和费用呈现上升,异地三级医院就医人次、医疗总费用和个人支付费用增长显著;通过双重差分模型分析发现,联网结算政策开展对分级诊疗体系构建具有负向影响。再者,本文借助访谈资料和文献进一步分析造成负向影响的原因主要是异地联网结算政策不完善、分级诊疗体系建设不足、医保联网政策与分级诊疗体制建设协同不佳;最后,为联网结算政策开展和分级诊疗体系构建提出完善联网结算服务和管理、有效整合医疗资源、提高基层医院服务能力和水平、细化转诊制度和优化支付管理、协同开展医疗医保政策等医疗保障管理建议。"	2020-05-06	2020	02		10.27151/d.cnki.ghnlu.2020.000907
CMFD2021	公立医院病人“向下转诊”难的治理瓶颈及纾解	卢嘉琦	华南理工大学	华南理工大学	分级诊疗;;双向转诊;;向下转诊;;公立医院治理	"为了缓解群众“看病难、看病贵”的问题,我国不断探索符合国情的医疗服务模式。2015年《国务院办公厅关于推进分级诊疗制度建设的指导意见》提出了2020年要形成“基层首诊、双向转诊、急慢分治、上下联动”的分级诊疗模式。双向转诊是指医疗机构根据患者的病情需要而进行的上下级医院间、专科医院间或综合医院与专科医院间的转院诊治过程。而“向下转诊”是双向转诊制度重要组成部分,是双向转诊发挥有效利用卫生资源、降低医疗费用等作用的重要环节。解决目前存在的“向下转诊”难的问题,对建立新的居民就医格局和解决群众看病问题、合理配置医疗资源、提升整体医疗服务水平具有重要的意义。本研究采用了文献法,通过查阅相关资料、阅读有关书籍以及互联网搜索收集有关“分级诊疗”和“双向转诊”相关的文献和资料,了解国内有关的实施情况以及国外的实践经验,吸收和引用前人研究成果。采用访谈法进行研究,访谈有关卫生部门干部、不同层级的医疗机构的管理人员,了解他们对双向转诊落实的有关看法和意见。同时,采用问卷调查法,对医务人员和患者开展双向转诊的有关情况进行调查。通过上述三种研究方法的研究,结合公共管理理论,并基于肇庆市本地的实际情况以及对D医院的调查,从医院治理的角度进行系统研究分析,发现从政府外部组织治理角度来看,典型的行政等级制度导致难以制定及实施分工明确的转诊标准,而且目前的医保未能充分发挥引导管控的作用;而医务人员薪酬体系和激励机制的设计导致医生执行“向下转诊”的意愿较低是医院内部治理存在的主要问题;市场经济体制下的竞争机制、医患信息不对称等客观环境原因也是制约“向下转诊”的因素。为了推动解决“向下转诊”难的问题,根据国内外相关研究成果的启示,结合治理能力现代化和公立医院治理等相关理论,本研究提出了促进“向下转诊”的医院治理对策建议:研究制定可操作性强的双向转诊标准和流程、建立“下转”的医疗保险的激励和约束机制、完善政府监督和市场竞争机制、加大财政投入提升基层医疗服务综合能力、创新公立医院治理机制、建立科学合理的医院薪酬制度与激励机制、依托“互联网+”实现患者全病程管理。"	2020-05-06	2020	02		10.27151/d.cnki.ghnlu.2020.000612
CMFD2023	基于医疗信息共享的乡镇卫生院分级诊疗现状研究	黄雪莲	华中科技大学	华中科技大学	分级诊疗;;乡镇卫生院;;医疗信息共享;;基层医疗卫生机构;;现状研究	"【目的】本研究的目的主要在于研究医疗信息共享下乡镇卫生院分级诊疗的实施现状,以分析国家分级诊疗制度的顶层设计与主要探索,以及分级诊疗制度下医疗信息共享的建设探索为理论基础,对医疗信息共享环境、乡镇卫生院分级诊疗实施现状进行实证分析,发现医疗信息共享下乡镇卫生院分级诊疗建设取得的成效以及尚存的阻碍,提出相应的对策与改进思路,为乡镇卫生院分级诊疗制度的深入推进以及政策制定提供理论参考。【方法】(1)文献分析法:系统收集国内外关于分级诊疗、医疗信息共享、基层医疗卫生机构、乡镇卫生院等方面的相关文献、政策资料以及卫生统计年鉴资料,梳理并总结医疗信息共享现状及分级诊疗建设现状,确定本研究的分析框架与方法。(2)实证研究法:采取分层整群抽样的方法从武汉市抽取两个远郊区作为样本区,将区中所有乡镇卫生院作为样本机构进行调查。调查形式包括:(1)问卷调查:27家乡镇卫生院、2085名医务人员、478名患者三方面调查表;(2)深度访谈;(3)收集机构现有政策文件等相关资料。(3)统计学分析方法:对收集的定性与定量资料、样本机构的相关政策文件资料进行描述性分析;对医务人员对双向转诊实施效果的评价和患者的基层首诊意愿进行χ~2检验分析。【结果】(1)医疗信息共享情况:武汉市级人口健康信息平台一、二期基本建成,区级人口健康信息平台完成试运行,但各区域卫生信息平台发展不平衡不充分;参与紧密型医疗联合体建设的乡镇卫生院占比不高,多为松散型医联体;还未建立统一规范的健康医疗大数据资源目录体系,分级诊疗中“信息壁垒”依然存在。(2)机构分级诊疗实施现状:乡镇卫生院卫生资源配置不断优化,医疗联合体、远程医疗、双向转诊标准与信息平台、家庭医生签约服务建设持续推进并取得一定成效;医疗服务供给情况反映出基层首诊情况不太理想,一是门诊服务量下降;二是住院服务供给仍难以满足患者的需求;基层医疗服务能力还有待提升。(3)医患双方对分级诊疗的认知与评价情况:医患双方对分级诊疗制度的建设认可度较高,93.3%的医务人员认为有必要实行基层首诊;超过80%的患者接受基层首诊,95.2%的患者接受恢复期下转至基层医疗机构进行康复治疗;不同性别、职称、岗位、工作时间、工作年限以及聘用类型的医务人员对双向转诊实施效果的评价有显著性差异,且对分级诊疗认可度和了解程度越高,对双向转诊实施效果的评价越好;农业户籍、男性、本科以下学历且年龄较大患者的基层首诊意愿要优于其他类型患者。【结论】(1)分级诊疗对乡镇卫生院的发展具有重要促进作用:人口健康信息平台建设基本完成,95%的基层医疗机构已经完成基层医疗信息系统部署应用;基层卫生资源配置不断优化;双向转诊机制不断完善;医疗联合体建设取得一定进展;家庭医生团队规模扩大、服务质量提高;医患双方对分级诊疗的认可度较高。(2)乡镇卫生院分级诊疗建设尚存阻碍:尚未搭建起健全的医疗信息共享模式;整体医疗服务能力有待提升;转诊规模不大且面临转上容易转下难、重形式轻内容的局面,转诊效率不高;医疗联合体建设缺乏突破性效果;家庭医生团队人员配置不足,缺乏核心人力支撑;分级诊疗相关保障机制有待完善。(3)进一步推进分级诊疗建设的对策与建议:完善顶层设计,加强基层首诊制度的刚性规定;推动人事管理制度改革;建立有序转诊制度;加快紧密型医疗联合体建设步伐;完善以医保支付制度改革为关键的分级诊疗保障机制;重视家庭医生签约服务制度建设;落实基层信息化建设,促进医疗资源和信息共享。"	2020-05-01	2020	01		10.27157/d.cnki.ghzku.2020.006219
CMFD2023	朝阳区全科医师慢病诊疗能力提升项目效果评估	赵莹	北京中医药大学	北京中医药大学	慢病诊疗能力;;培训效果评估;;全科医师;;亚专长全科医师	"目的基于当前慢性疾病患者增多、全科医师慢病诊疗能力亟需提升、全科医师继续教育项目缺乏评估等背景,通过满意度评价、需求调查、培训成绩比较、访谈录音分析等对朝阳区区域医联体培养亚专长全科医师项目进行客观评估,体现该项目的总体效果,讨论当前现状以及项目实施过程中的问题,结合实际情况提出针对性的建议,为其他地区提升全科医师慢病诊疗能力和开展亚专长全科医师培养等继续教育项目提供模式借鉴。方法本研究依托于朝阳区全科医师慢病诊疗能力提升项目,对完成项目培训的39名全科医师进行调查。运用问卷调查法调查项目学员在反应层面培训后的满意度情况和培训需求情况、学习层面培训前后慢病相关的病因、诊断、治疗、案例分析知识掌握情况;运用半结构式访谈法了解项目培训后学员在行为层面发生的主要变化和在结果层面为组织带来的效益;运用统计学方法分析全科医师基本信息、满意度情况、培训前后成绩差异情况;运用双盲编码的方式分析访谈录音结果,进一步丰富完善项目效果评价,探讨项目的效果和存在的问题。结果1.一般情况:完成项目培训的全科医师年龄集中在30-40岁之间,学历为本科的全科医师占比为73.95%,参与的全科医师有57.98%拥有初级职称,参与医师67.32%来自全科专业,工作年龄平均为(11.41±6.21)年。2.反应层评估:主要进行满意度评价、参与项目影响因素和培训需求调查。①全科医师对朝阳区慢病诊疗能力提升项目整体评价较为满意(4.67±0.52)分,不同学历、不同职称和不同途径参加培训的医生对项目的整体评分差异不具有统计学意义。其中,实践培训满意度平均分为(4.68±0.35)分,高于理论培训满意度平均分(4.55±0.50)分。②影响全科医师参与培训的因素前三位分别为工学矛盾、培训保障不到位和培训目标不明确,分别为22人(56.41%)、7人(17.95%)、7人(17.95%)。③全科医师参与项目培训需求排名前三的内容分别是常见病和多发病的诊治(37人,94.87%)、临床基本技能(29,74.36%)和急症的诊治(26人,66.67%),此外,学员对社区预防保健、康复知识及康复理疗技术也有较大需求。3.学习层评估:主要进行学员培训前后整体成绩均值及差值比较、分类别成绩均值和差值比较。①培训后的整体成绩均值为(74.71±10.90)分,高于培训前的成绩均值(71.47±11.77)分,P=0.0001,成绩有统计学意义。②将测试题目根据知识点分为病因考察、诊断、治疗和案例分析四大类,其中有且仅有诊断类题目的成绩在培训前后的差异具有统计学意义。诊断类成绩培训后的成绩均值(74.35±11.79)分高于培训后的成绩均值(65.58±15.96)分,P=0.0000,差异有统计学意义。病因考察类成绩在培训后有少许降低,成绩差值均值为(-6.03±29.98)分,差异无统计学意义。治疗类成绩差值均值(5.95±19.72)分,案例分析类成绩差值均值为(6.38±35.23)分,成绩在培训后均有提高,但差异无统计学意义。4.行为层评估:主要进行学员访谈录音整理与编码归纳。学员业务能力得到提高,包括前沿知识理论、诊断标准及依据的更新、临床表现认知得到完善、鉴别诊断思维得以拓展、诊疗行为规范化;学员自我感知发生了变化,养成了良好的学习习惯,自我信心得到提升,加强了医患沟通和人文关怀。5.结果层评估:主要进行学员访谈录音整理与编码归纳。学员所在组织得到一定效益,包括社区形成自我学习氛围、通畅双向转诊渠道、项目推动了社区科研合作与发展。结论本研究显示全科医师慢病诊疗能力提升项目取得一定成效,项目满意度较高,全科医师临床思维能力、慢病诊疗能力、疑难危重症识别和双向转诊能力均得到了提高,达到预期培训效果,但培训内容设置、培训方案制定、考核和激励方式仍需改进。对此建议:政府应充分发挥主导作用,联合社区与三级综合医院合理地统筹规划继续教育资源,实现全科医师继续教育的高水准和同质化;项目在开设前后应针对培训需求开设项目培训内容,在理论学习、轮转安排、工作量方面作出调整确保培训质量;相关项目需配套考核和反馈机制,理论与实践相结合,使考核尽可能地客观全面;相关项目应积极探索激励机制来稳定全科人才队伍,激发全科医师自主学习;应积极探索医联体模式下慢病相关的亚专长全科医师培养机制,完善全科医师继续教育体系,使双向联系更密切,实现区域医联体内以双向转诊为纽带进行人才共享、技术支持、检查互认、诊疗方案下沉等紧密合作,积极引导居民前往基层首诊,推进分级诊疗制度的落实。"	2020-05-01	2020	01		10.26973/d.cnki.gbjzu.2020.001079
CMFD2022	基于医疗服务保障的军民融合发展研究	霍慧莹	海南医学院	海南医学院	医疗服务保障;;军民融合;;医疗联合体;;卫勤保障;;应急医学救援	"目的:本篇论文的主要目的是构建海南军民一体化医疗服务保障体系,并给出促进海南医疗服务保障领域军民融合发展的建议。意义:医疗领域作为军民融合的重要领域,是军民融合深度发展战略的重要组成部分。以海南为依托,以军民融合发展战略为引导,以医疗服务保障领域军民融合深度发展为目标,加速海南医疗服务保障领域军民融合发展。方法:本文通过相关文献的研究,整理国内外医疗服务保障领域军民融合发展情况,并进行对比分析;通过调查问卷的方式收集南部海域医疗服务保障领域军民融合发展相关数据,进一步分析发展现状;最后利用系统分析法,构建海南医疗服务保障军民一体化体系,给出海南医疗服务保障领域军民融合发展建议。结论:本文的研究结果表明,当前海南医疗服务保障领域军民融合发展并不深入。为了更好地深化海南医疗服务保障领域军民融合发展,应以军队医院和地方医疗机构为核心,通过建立军地区域性医疗联合体,以及军队卫勤保障系统和应急医学救援体系,构建海南军民一体化医疗服务保障体系,优化海南医疗资源配置,促进海南医疗服务保障领域军民融合发展。"	2020-05-01	2020	01		10.27952/d.cnki.ghnyx.2020.000008
CMFD2022	基于博弈模型的双向转诊驱动机制研究	张悦	上海交通大学	上海交通大学	医疗系统;;双向转诊;;驱动机制;;博弈模型	"为应对在分级诊疗体系下的资源紧缺和高低层医院利用率失衡等问题,我国政府提出了双向转诊等应对政策。然而转诊实际运作中,仍存在高低层医院利益目标不一致、上下转诊动力不足等问题。因此,本文针对下转和上转两类问题,分别研究其协调驱动机制。针对向下转诊问题,本文提出了基于收益共享的转诊驱动机制,建立三阶段决策的合作转诊序贯博弈模型。首先,高层级医院选择一家合适的低层级医院作为合作伙伴;其次,设计基于收益分享的转诊机制分析两家医院协调运作的条件与均衡策略。最后,通过案例研究和数值分析,讨论该机制下医院间的合伙策略对于效益、决策和患者等待时间的影响,从而促进康复(微病)下转的推广实施。针对向上转诊问题,本文提出了基于服务支付的转诊驱动机制,分别建立了非竞争型和竞争型的转诊序贯博弈模型。两模型首先分别研究了系统集中决策下的最优转诊阈值策略以及服务支付契约合作模式下的最优契约形式;接着,讨论了系统完美协调与非完美协调的存在性和协调条件;最后结合数值案例分析,研究了医疗规模大小、是否引入竞争等因素对于系统效益提升和协调效率的影响。本文得出如下主要结论。第一,高层级医院应在一定条件下采用最优合伙策略去匹配可供下转的低层级医院;第二,在极少不利合作的情形下,高层级医院可采取逆向补贴策略促成向下转诊的合作;第三,小规模竞争型比大规模非竞争型系统的协调效率高,故设计高效的上转系统建议考虑多家小型高层级-少数大型低层级医院的医联体。"	2020-05-01	2020	01		10.27307/d.cnki.gsjtu.2020.001985
CMFD2021	基于分级诊疗制度的A公司精准服务策略研究	杨永丰	河南工业大学	河南工业大学	分级诊疗;;A公司;;精准服务;;满意度	"随着分级诊疗制度的逐步实施和健康中国战略的推进,分级诊疗作为一个非常热门的话题在各级医疗机构之间被广泛讨论。分级诊疗是按照疾病的紧急程度以及治疗的复杂情况分级,让不同等级的医疗机构承担不同疾病的诊疗职能,争取做到“小病留社区,大病去医院,康复在社区”,以引导医疗机构之间相互促进、相互支撑,有效使用诊疗资源,并逐步达到全民基层首诊,双向转诊,上下联动,急慢分治的目的。尽管基层医院是分级诊疗的受益主体,由于诊疗能力尚未得到居民的深度认可,导致患者不愿意到基层医院进行康复治疗。当前对分级诊疗制度的研究还是侧重于理论研究和政策引导方面,尚未有切实可行的落地方案。因此,拿出一套行之有效的提升各级医疗机构的诊疗能力的精准服务方案是非常有必要的。本文以A公司为研究对象,对其在产品服务、技术服务、物流服务、培训体系等方面的现状进行分析,结合客户对A公司的服务满意度调查和整理,找到A公司在服务过程中的具体问题:产品体系不够健全,产品规格方面不能充分满足不同用量级别客户的需求,产品先进性和引领性方面不能满足三级医院的需求;技术服务方面,由于没有精准的分级,导致技术服务的质量没有达到预期;由于物流体系的不完善,导致偏远地区的物流质量没有达到预期,在紧急情况下物流不能满足客户的需求等。结合不同医疗机构在不同发展阶段的具体需求,构建了A公司具有先进性和引领性的产品体系,更加符合市场规律与不同产品生命周期的价格体系,具有常规服务、质量服务和赋能服务等完善的技术服务体系,搭建了常规物流和应急物流相结合、补充的物流体系,以及客户培训平台与精准培训内容相结合的精准化培训体系,为A公司精准服务客户提供借鉴。"	2020-05-01	2020	01		10.27791/d.cnki.ghegy.2020.000011
CMFD2021	公共政策视野下社区家庭医生制度研究	尹科	华北水利水电大学	华北水利水电大学	社区家庭医生制度;;分级诊疗;;公共政策	"近年来,我国医疗卫生需求日益增长,社会人口老龄化,医疗资源分配不均,医患关系紧张,老百姓觉得“大医院看不起,小医院治不好”等问题日渐明显。为了解决这些问题,做好广大百姓的健康保障,我国在新一轮医疗改革中,把以分级诊疗为目的的社区家庭医生制度作为新一轮医改的重要举措。社区家庭医生制度是近几年被重点推广的一项国家公共政策之一。社区家庭医生制度具体是指通过和社区居民签约的形式,以家庭医生团队为服务主体,为签约居民提供合理、长期、连续、优质的医疗服务。该项政策在经历了上海、广州、杭州等试点城市的推广摸索阶段之后,在2016年社区家庭医生制度在全国范围内全面展开。通过社区家庭医生制度的逐渐推行,老龄人群健康及慢性病管理已经获得成效,初步缓解了医患矛盾,优化了医疗环境,为分级诊疗夯实了基础。在面对重大疾病疫情时,通过社区家庭医生合理分诊、分流患者的就医模式,高效合理地分配了医疗资源,充分体现出社区家庭医生制度的科学性和重要性。社区家庭医生制度是目前我国最科学有效的一项医改制度。本文以河南省南阳市卧龙区为研究对象,通过问卷调查和访谈方法,对南阳市卧龙区社区家庭医生制度做调查研究。作者通过研究得出:社区家庭医生制度在本区已经全面实施,本区居民对社区家庭医生制度已经有了一定程度的认可,社区家庭医生制度团队建设也初见成效;目前南阳市卧龙区已经完成22.5万签约居民,建立家庭医生团队184个,23个社区医疗服务中心,特殊贫困户家庭医生签约率92%,在高血压、糖尿病等慢性病管理方面受到辖区居民满意评价;通过社区家庭医生制度的实施,本区的就医流程得到优化,有效缓解了医患关系,合理分配了医疗资源,分级诊疗初见成效。作者通过研究发现本区依然存在如下不足:社区家庭医生制度宣传不到位,居民对家庭医生制度认知有偏差,家庭医生签约困难;家庭医生人才短缺,家庭医生社会地位与收入与实际工作不匹配;居民签约家庭医生后没有实现家庭医生首诊制,家庭医生政策执行过程中没有实现双向转诊,最终没有实现全面分级诊疗。针对这些问题,通过定量定性分析研究,借鉴国内部分城市和国外社区家庭医生制度经验,结合公共政策理论,做出以下建议:(一)社区家庭医生制度是世界公认的科学合理的就医模式,完善家庭医生制度是实现政策效果的必备条件。(二)提高家庭医生服务签约率,让广大居民享受到政策的实惠,更有利于政策的长治有效推广。(三)持续推进分级诊疗,强化新医改的政策目的。(四)通过人性化签约方式和建立示范社区等注重政策执行细节。"	2020-05-01	2020	01		10.27144/d.cnki.ghbsc.2020.000522
CMFD2021	湘潭多中心慢性阻塞性肺疾病住院患者分布及分级诊疗的现状	马郑英	南华大学	南华大学	湘潭;;慢性阻塞性肺疾病;;患者分布;;分级诊疗;;慢病管理	"目的:调查湘潭多中心慢性阻塞性肺疾病(chronic obstructive pulmonary disease,COPD,简称慢阻肺)住院患者分布及分级诊疗的现状,了解湘潭地区慢阻肺基层慢病管理现状,进一步推进慢阻肺的分级诊疗。方法:本调查纳入了两家三级医院(湘潭市第一人民医院、湘潭市中心医院)和三家二级医院(湘乡市人民医院、湘潭县人民医院、韶山市人民医院)五家医院2018年1月1日至2018年12月31日出院第一诊断为慢阻肺急性加重期患者。根据患者姓名及住院号查询患者的血气分析报告,及住院期间的肺功能报告。入选患者根据血气分析检测完善情况分组:分为未完善血气组(A组)和已完善血气组(B组)。B组根据血气分析报告分组:PaO250 mm Hg为呼吸衰竭组;PaO2≥60 mm Hg且PaCO2≤50mm Hg为非呼吸衰竭组。根据肺功能检查完善情况分组:分为未完善肺功能组(C组)和已完善肺功能组(D组)。D组根据肺功能报告结果分组:分为轻度阻塞性通气功能障碍组(简称轻度组)、中度阻塞性通气功能障碍组(简称中度组)、重度阻塞性通气功能障碍组(简称重度组)、极重度阻塞性通气功能障碍组(简称极重度组)。对呼吸衰竭组、非呼吸衰竭组、轻度组、中度组、重度组、极重度组各组在二、三级医院人数进行统计分析,分析不同程度慢阻肺患者在二、三级医院之间分布有无统计学差异,分析湘潭地区慢阻肺患者在二、三级医院的就诊现状及分级诊疗的现状。调查2018年度五家医院慢阻肺住院患者双向转诊的数量,对五家医院慢阻肺分级诊疗的现状进行调查,分析湘潭地区慢阻肺分级诊疗落实现状。通过国家基本公共卫生服务项目管理信息系统,调查截止到2018年12月31日湘潭地区纳入基层慢病管理中慢阻肺患者数量。与五家医院2018年度总住院慢阻肺患者比较,了解湘潭地区慢阻肺基层慢病管理现状。所采集数据均采用SPSS 26统计学软件进行统计学处理。结果:1、湘潭地区二、三级医院入组患者的年龄、性别、职业、营养状况各项指标差异均不具有统计学意义。2、慢阻肺急性加重伴呼吸衰竭患者在湘潭地区二、三级医院之间分布差异无统计学意义。3、不同程度高碳酸血症患者在湘潭地区二、三级医院分布差异具有统计学意义。4、慢阻肺急性加重伴重度高碳酸血症患者在湘潭地区二、三级医院PaCO_2指标差异不具有统计学意义。5、慢阻肺患者的血气分析检测完善情况在湘潭地区二、三级医院之间差异存在统计学意义。6、不同程度肺功能的慢阻肺患者在湘潭地区二、三级医院之间分布差异无统计学意义。7、2018年度慢阻肺患者的肺功能检查完善情况在湘潭地区二、三级医院之间差异存在统计学意义。8、2018年度湘潭市中心医院由基层卫生服务中心转入37人,下转至基层卫生服务中心0人;2018年度湘潭市第一人民医院由基层卫生服务中心转入76人,下转至基层卫生服务中心0人。余三家医院无法统计(未建立分级诊疗转诊相关部门或系统)。五家医院2018年度总上转患者仅占总入院慢阻肺患者1.11%,下转患者仅占总转诊人数0%。9、至2018年12月31日截止湘潭地区纳入基层慢病管理系统的慢阻肺人数共计480人。五家医院慢阻肺住院病人仅89人纳入基层慢病管理系统。纳入基层慢病管理系统的慢阻肺人数占五家医院2018年度慢阻肺总住院人数的0.99%。结论:湘潭地区慢阻肺分级诊疗制度需进一步改进;湘潭地区慢阻肺患者双向转诊的落实仍有很多工作需要完善;湘潭地区基层慢病管理中慢阻肺患者管理仍有很长的路需要走。"	2020-05-01	2020	01		10.27234/d.cnki.gnhuu.2020.001138
CMFD2021	解放军总医院“互联网+远程会诊”用户体验提升策略研究	于立升	南华大学	南华大学	远程会诊;;互联网+;;用户体验提升;;远程医疗	"随着我国互联网产业的高速发展与设施建设的不断完善,“互联网+”应用已进入新的发展阶段,“互联网+”医疗服务成为技术探索的一个重要分支。“互联网+”医疗服务一方面契合了我国当前“分级医疗、急慢分治、双向转诊”的医疗战略,满足广大患者日益多样化和规模性新增的医疗需求,另一方面则为后续发展精准诊疗、远程协作、智慧医院提供了技术支撑,具有重大的社会意义与普及价值。本文选取“互联网+远程会诊”作为切入点,对现阶段“互联网+”医疗服务应用展开讨论。研究发现目前“互联网+远程会诊”应用存在诸多问题,同时,现有研究成果对于“互联网+”医疗服务实际的运行环境与患者诊疗体验缺乏专业医学背景和临床使用的反馈数据,使用单一的疾病评测功能量表或是患者体验测量工具必然产生诊断偏差。而侧重于研究用户感受的服务内容,或是仅仅分析人机交互效果及流量转化数据的应用研究,必然存在放大医疗服务中的商品属性,偏离医疗救助服务本质的问题。尤其当前我国远程医疗工作尚处终端应用普及并匹配服务的初期阶段,必须避免与“互联网医疗”概念的混淆。因此,研究工作需要对各学科理论应用与发展现状保持客观的研究立场,探讨真正契合我国社会医疗需求的专业配置服务的整体方案,从提升用户体验的维度探究“互联网+远程会诊”策略的优化措施,聚焦医疗救助的最终目标,更好的解决我国现阶段医疗战略实施过程中出现的问题,并用以提升服务效率,有效释放和配置医疗资源,确保实现其应用价值。本文以解放军总医院为例,从作为交叉学科的综合性应用策略的研究思路出发,基于用户体验理论,对“互联网+远程会诊”应用用户的体验过程进行深度研究,就关键环节与内容进行问卷调查与互动访谈,发现解放军总医院“互联网+远程会诊”应用在用户体验上存在四大问题,即患者参与前期多不了解、预期与实际体验不衔接、科室范围局限、治愈诉求无法解决。而究其原因,主要在于缺少前置性信息推广工作、欠缺体验功能开发、未从用户角度出发配置标准服务、保障制度不健全。研究最终提出了系统化的提升策略方案,即:升级信息服务战略,提升互联网端用户体验;优化关系模式,创新战略联盟伙伴型新互动策略;打造高度专业化管理系统,全面满足病患服务需求;升级远程会诊管理战略,升级优化全过程各服务环节。以此,希望可以为后续解放军总医院远程会诊工作的改进提供理论思路与实践指导,同时也为今后此领域中的相关研究提供一定的创新观点和参考依据。"	2020-05-01	2020	01		10.27234/d.cnki.gnhuu.2020.000954
