SrcDatabase-来源库	Title-题名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	FirstDuty-第一责任人	Fund-基金	Year-年	Volume-卷	Period-期	PageCount-页码	CLC-中图分类号	URL-网址	DOI-DOI
CJFD2017	制度安排、组织创新与社会收益递增:关于实现分级诊疗制度的几点思考	尹世全;	中国医学科学院肿瘤医院;	中国医院	专业化分工;;分级诊疗;;交易费用;;组织创新	"分级诊疗的制度安排与建设,其重要性不容质疑。通过引入新兴古典经济学专业化分工理论,建立分析理论模型。该结论认为:医疗机构要素投入、规模扩张并不必然促进社会收益递增,高水平、专业化分工是降低交易费用、提升医疗效率和实现分级诊疗目标的必然手段。效率提高的内生增长动力来自于医疗机构自发组织创新,政府应在综合监管方面发力促进社会收益递增,在专业化分工方面吸取理论营养指导,或许可能顺利实现分级诊疗的制度目标。"	2017-03-01	尹世全;		2017	21	03	20-22	R197.1		
CJFD2017	我国公立综合医院急诊比例现状分析	郑黎强;纪超;岳阳阳;于慧清;郭佳凯;柴英杰;王卓非;潘楠;郭传骥;裴冬梅;姚品;黄金玲;王毅;王斐;郭启勇;	中国医科大学附属盛京医院;国家卫生和计划生育委员会;	中国医院	公立医院;;综合医院;;急诊比例;;分级诊疗	"目的:了解国内公立综合医院的急诊比例分布现状。方法:选取《中国二、三级医院医疗服务能力》基线调查中具有急诊比例的452所二级医院和149所三级医院进行分析。结果:国内急诊比例呈偏态分布,二级医院的中位数为7.26%,低于三级医院的8.11%(P=0.027)。无论二级医院还是三级医院,急诊比例在东中西部的比较都呈现出东部最高;二级医院的急诊比例北方高于南方(8.61%vs 6.04%,P"	2017-03-01	郑黎强;		2017	21	03	23-26	R197.3;R459.7		
CJFD2017	发挥龙头作用 逐级托管助力分级诊疗	陈安民;廖家智;杜杏利;高欢;李卉;	华中科技大学同济医学院附属同济医院管理咨询中心;	中国医院院长	分级诊疗;社区医疗服务中心;基层医疗机构;医院托管;分级诊疗制度;卫生院;医疗联合体;	"以省级品牌医院托管地市级医院,地市级再托管县级,县级医院托管卫生院或社区医疗服务中心,可使品牌医院的优秀文化、管理、技术、人才、资源等与各级医院共享。无论是从疾病诊疗的发展规律还是国内外经验来看,实行分级诊疗制度都是最有效的健康保健措施。"	2017-03-01	陈安民;		2017		05	74-75	R197.1		
CJFD2017	余庆医改:从试点探索到全国推广	韦倩;	当代贵州;	当代贵州	县级公立医院;余庆县;乡镇卫生院;群众满意度;分级诊疗;公立医院改革;	"余庆县的公立医院改革在政府办医、激励机制、惠民成效方面很有特色,为县级公立医院综合改革探索出了一条可借鉴、可推广的""余庆经验""。2月16日,国家卫生计生委在余庆县召开余庆医改进展媒体沟通会,介绍余庆医改工作总体进展情况。自2010年全面启动医药卫生体制改革以来,余庆医药卫生体制改革风生水起,持续发力,成效斐然,得到社会各界的广泛肯定。国家卫生计生委副主任王培安调研时表示,余庆县的公立医院改革在政府办医、激励机制、惠民成效等方面很有特色,为县级公立医院综合"	2017-03-01	韦倩;		2017		09	38-39	R197.1		
CJFD2017	供需匹配视角下分级诊疗制度推进策略分析	耿子扬;张莉;	成都中医药大学管理学院;四川大学商学院;	决策咨询	供需匹配;;分级诊疗;;医疗资源;;推进策略	"推进分级诊疗需要促进医疗供需的有效匹配。从国外经验看,推行分级诊疗时行政途径和市场途径结合才能有利于供需匹配,而我国存在行政途径弱化和市场途径无序化的问题。分别对妨碍行政途径强化和市场途径有序化的因素进行分析,在此基础上提出全面准确的定位分级诊疗制度,建设多层次、差异化、适度竞争的医疗资源供给体系,创新医疗资源与患者需求结合过程更加积极、灵活、高效的管理机制等三方面分级诊疗推进策略建议。"	2017-02-28	耿子扬;	四川省软科学研究计划课题(2014ZR0133);; 四川省教育厅重点研究项目(15SA0029);; 成都中医药大学科技发展基金课题(RWMS201304&RWYY1403)	2017		01	28-29+34	R197.1		
CJFD2017	我国中医医院在分级诊疗中面临的困境与思考	谢其鑫;赵璇;丁方然;程薇;	北京中医药大学基础医学院;北京中医药大学管理学院;	中医药导报	分级诊疗;;中医医院;;医疗纠纷	"目的:通过对1,668家中医医院医疗纠纷现状进行分析,探讨分级诊疗实行过程当中,中医医院面临的困境与存在的问题并提出建设性方案,规避基层医疗卫生机构的医疗风险。方法:通过查阅文献并运用统计学方法,对1,668家中医医院2009年至2013年的医疗纠纷及医护比情况进行回顾性分析。结果:2009至2013年,政府办三类中医医院的每百名执业医师医疗纠纷发生率从2009年的5.00例上升至2013年的6.30例,医护比从2009年的1∶0.84上升至2013年的1∶1.12。结论:分级诊疗中提高医务人员的诊疗水平是关键,强化住院医师培训,树立患者正确的维权意识,防范医疗纠纷,有效落实国家提出的""保基本、强基层、建机制""要求。"	2017-02-28	谢其鑫;	北京中医药大学“重点学科”开放课题(2013-ZDXKKF-17)	2017	23	04	6-8	R197.4		10.13862/j.cnki.cn43-1446/r.2017.04.002
CJFD2017	区域医疗联合体模式指导下的高血压社区健康管理效果观察	吴阳;	广东医科大学附属深圳市宝安区中心医院心血管内科;	内蒙古医学杂志	医疗联合体;;高血压;;社区管理	"目的探究区域医疗联合体模式应用在高血压患者社区健康管理的效果和价值。方法从甲乙社区卫生服务机构的慢性病管理信息系统中分别随机抽取原发性高血压病患者100例作为干预组和对照组。对照组患者实施常规诊疗,干预组在此基础上运用区域医疗联合体相关措施进行管理,持续实施2年。对比两组患者干预前后的行为改变(包括控制摄盐量、吸烟、饮酒、遵医用药、定期检查)和血压控制达标情况。结果干预组患者各行为的遵医嘱率显著高于对照组;干预组患者的收缩压和舒张压明显低于对照组,且达标率显著高于对照组,以上差异有统计学意义(P<0.05)。结论区域医疗联合体模式有利于加强社区高血压管理的有效性,切实提高其患者自我管理行为,有效控制患者的血压。"	2017-02-28	吴阳;		2017	49	02	140-142	R544.1		10.16096/J.cnki.nmgyxzz.2017.49.02.004
ZHYX2017	从经典病例看糖尿病足分级诊疗的迫切性	朱虹;叶婷婷;沈飞霞;	温州医科大学附属第一医院内分泌科;;	中华糖尿病杂志	分级诊疗;糖尿病足;		2017-02-27 00:00	朱虹;		2017	9	02	143-144	+		
CJFD2017	厦门市分级诊疗改革的制度变迁及供求分析	张兴祥;庄雅娟;陈梁;	厦门大学经济学院;厦门市卫计委;	厦门特区党校学报	厦门市;;分组诊疗;;制度变迁;;供求分析	"2008年厦门市启动医改,分级诊疗改革先后经历了三个不同的版本:1.0版本主要着眼于医疗集团化;2.0版本主要着眼于慢性病防治医院-社区一体化管理,先后形成了""1+1+x""模式和""1+1+1""即""三师共管""模式;3.0版本重点在于将分级诊疗进一步普及化,也就是覆盖健康人群,逐步探索建立""家庭医生""制度。本文从制度变迁视角考察了这三个版本演变的路径,并结合制度供给与需求两个维度进行分析,最后从四个方面归纳厦门分级诊疗模式成功的原因。通过梳理厦门市医改实践过程,有助于我们加深对分级诊疗改革所面临的难题以及解决思路的理解。"	2017-02-25	张兴祥;	2016年度厦门市社科重点课题“厦门市分级诊疗实施现状及模式特色的调查与研究”(项目编号:厦社科研[2016]B09号)	2017		01	15-22	R197.1		
CJFD2017	社区直接挂号市医院的双向转诊系统	雷凯;刘健;霍莉莉;	镇江市第一人民医院;	医学信息学杂志	双向转诊;;分级诊疗;;社区挂号	"为实现上下级医疗机构之间的无缝对接,简化患者由社区转诊到上级医院的流程,镇江市第一人民医院设计由社区直接挂号该院的双向转诊系统平台,介绍该平台的设计流程、特点和实现步骤。平台能够实现社区和医院之间患者信息的共享,方便患者就医,提高医疗服务水平。"	2017-02-25	雷凯;	国家自然科学基金项目(项目编号:61502230);; 江苏省自然科学基金项目(项目编号:BK20150960);; 江苏省科技支撑计划(项目编号:BE2011186)	2017	38	02	23-25	R197.6		
CJFD2017	我国分级诊疗运行环境分析和对策研究——基于PEST模型	职斯敏;徐怀伏;	中国药科大学;	现代商贸工业	分级诊疗;;PEST模型;;政策建议	"分级诊疗制度作为一种高效有序的就医制度,被视为我国当前突破医改瓶颈的关键。运用PEST模型,对我国分级诊疗运行环境进行分析,探讨阻碍我国分级诊疗制度推行的原因,从政治、经济、社会、技术四方面为我国分级诊疗制度提出建议。"	2017-02-25	职斯敏;		2017		06	137-139	R197.1		10.19311/j.cnki.1672-3198.2017.06.068
CJFD2017	分级诊疗背景下深化优质护理服务的实践与体会	肖平;贾文君;李金林;刘海燕;	四川绵阳四〇四医院;	哈尔滨医药	分级诊疗;;优质护理服务;;先天性心脏病	"目的总结分级诊疗背景下我院优质护理服务在心胸外科先天性心脏病患儿中的实践与体会。方法通过培养专科护士,全面提高穿刺技术、伤口管理、康复管理等专科护理质量,建设童化式病房,实施妈妈式管理,实践安全、人文护理理念,拓展延续护理服务内涵、践行社会效益至上等措施,重点发挥医院在医学科学、技术创新和人才培养等方面的引领作用,努力提高急危重症和疑难复杂疾病的护理水平,进一步深化优质护理服务。结果医院建立了完善的专科护士培训机制,科室急危重症和疑难复杂疾病的专科护理水平大大提升,并通过携手基层医疗机构方式,有效拓展延续护理服务内容,推动优质资源下沉。结论深化优质护理服务活动需结合分级诊疗中对医院的功能定位,有的放矢。"	2017-02-25	肖平;		2017	37	01	92-93	R47		
CJFD2017	浅谈社区家庭医生制度存在问题及建议	张权;	山西财经大学;	西部皮革	社区家庭医生制度;医疗保健服务;社区医疗;全科医生;分级诊疗;存在问题及建议;	"家庭医生是负责社区基层医疗保健服务,直接深入社区、患者家庭的全科医生,具有丰富的有关疾病预防、救治、康复和居民日常保健等方面的知识,能够对于社区居民的各种病症给出比较全面的治疗,同时对于重病患者进一步转诊能够给出关键的建议,除此之外,家庭医生还要保持与社区居民良好的人际关系。家庭医生制度是指由负责社区医疗卫生工作的全科医生与医疗"	2017-02-25	张权;		2017	39	04	241	R197.1		
CJFD2017	分级诊疗:“革命尚未成功”	冯薇;	小康	小康	分级诊疗;双向转诊;三级医院;社区医院;社区医疗机构;基层医疗机构;社区首诊;分级诊疗制度;基层医生;分诊标准;首诊医生;二级医院;	"中国的三级医疗分级体系出现严重的结构性失衡并非单纯因基层医院条件差或患者对三甲医院的迷信。由各级医院组成的医疗供给侧和作为患者的医疗需求侧都有许多问题需要解决嘈杂拥挤的大厅、转圈排的长队、很难挂上的号、永远紧张的床位……曾在三甲医院有过就诊经历的患者都有过这样的尴尬遭遇。相反,二级医院、社区医院却是另一番景象:约号严重"	2017-02-21	冯薇;		2017		06	72-74	R197.1		
CJFD2017	分级诊疗对三级中医医院的影响	孙雪洋;	河南中医药大学;	世界最新医学信息文摘	三级中医医院;;西医;;分级诊疗	"分级诊疗制度是我国医学发展过程中的一项重要举措,它有效解决人民""看病难""的问题。因为中医与西医是两个不同的医学体系,所以分级诊疗对两者的影响也各不相同。本文首先比较分级诊疗对中医和西医的不同影响,在分析目前中医在分级诊疗方面遇到的问题和困惑,最后提出解决这些问题的有效方法和手段。"	2017-02-21	孙雪洋;		2017	17	15	184+192	R197.4		
CJFD2017	分级诊疗医保联动机制研究背景、主要发现及政策建议	陈滨涛;王建玲;佘敦宇;张进;汤质如;	安徽省宣城市卫生和计划生育委员会;安徽医科大学卫生管理学院;	中国农村卫生事业管理	分级诊疗;;医保;;联动机制	"文章阐述了深化医改背景下分级诊疗医保联动机制研究的必要性和意义,通过基本医疗保险运行情况、参加患者住院及费用分布等分析,提出构建分级诊疗医保联动机制的建议。"	2017-02-20	陈滨涛;	安徽省宣城市卫生与计划生育委员会委托项目:深化医改背景下分级诊疗医保联动机制研究	2017	37	02	121-123	R197.1;F842.684		
CJFD2017	基层家庭医生签约服务模式推进现状与建议	程东英;	浙江省宁波市鄞州区第三医院;	中国农村卫生事业管理	家庭医生;;签约;;新模式	"目的:通过家庭医生签约服务模式,落实居民的个体健康管理,促进和引导群众合理使用医疗资源。方法:通过政策引导和个性化服务,逐步形成基层首诊、分级诊疗、双向转诊的就医格局。结果与结论:畅通家庭医生与居民联络渠道,建立稳定、信任的服务关系,让居民享受到更为便捷、贴心、连续、综合的基本医疗卫生服务。"	2017-02-20	程东英;		2017	37	02	141-142	R197.1		
CJFD2017	基于医疗联合体电子病案数据库建设的探讨	刘婷婷;夏令国;王道峰;	济宁医学院附属滕州市中心人民医院;山东省枣庄市山亭区人民医院;	中国农村卫生事业管理	医疗联合体;;电子病案;;病案数据库	"以分级诊疗为背景的形势下成立的滕-山医联体,为适应大数据时代的发展和信息数据的开发利用,对电子病案数据库的建设进行了探讨,从滕-山医联体的基本情况和电子病案数据库的现状和作用进行分析,在此基础上提出电子病案数据库建设应用的具体策略以及可能的问题与对策措施。通过建设滕-山医联体电子病案数据库,能够推进医院信息化建设和管理,能够有效促进区域医疗信息共享和居民健康档案的建设,完善区域医疗卫生服务体系的发展。"	2017-02-20	刘婷婷;	山东省卫生和计划生育委员会2015年医药卫生体制改革研究课题立项(编号:YG201509)	2017	37	02	148-150	R197.323		
CJFD2017	新疆地区医疗联合体建设的SWOT分析	黄丽云;姚华;张南;姜小明;	新疆医科大学公共卫生学院;新疆医科大学第一附属医院;	中国公共卫生管理	医疗联合体;;SWOT分析;;资源整合;;对策	"为了推动分级诊疗机制形成,很多地区都开展了医疗联合体建设工作。文章采用SWOT模型对新疆地区医疗联合体建设展开分析,认为在当前政策环境下,在国家整体对新疆的扶持下,新疆开展医疗联合体建设已经形成了医疗协作网络体系,具备先进的远程医疗系统,但是由于新疆地广人稀,卫生资源配置极度不平衡,边远、基层地区卫生服务能力差仍是建设医疗联合体的巨大障碍。因此,建议通过进一步加强信息系统建设,推动相关配套政策实施和加强基层卫生服务能力等手段加强医疗联合体建设,落实国家医改政策。"	2017-02-20	黄丽云;	2015年新疆维吾尔自治区科技支撑计划(201542124);; 2014年新疆医科大学医学人文研究所基金项目(2014YRS015)	2017	33	01	16-19	R197.1		10.19568/j.cnki.23-1318.2017.01.005
CJFD2017	我国基层医疗疾病分类体系的设计与构建	张萌;慈璞娲;刘海民;廖爱民;崔胜男;刘爱民;	中国医学科学院北京协和医院病案科&WHO国际分类家族合作中心;	中国病案	基层医疗;;疾病分类;;中医病证;;ICD-10;;分级诊疗	"目的构建适用于我国基层医疗机构的疾病分类体系。方法自北京、四川、湖北、江苏、广西5省(市)的基层医疗机构获取2014年的门诊诊断统计数据,经数据清理后筛选出基层医疗机构常见西医诊断和常见中医诊断,纳入基层医疗管理病种,分别与ICD-10疾病统计短表和《中医病证分类与代码》中的病证类目表构成基层医疗西医疾病和中医病证分类体系,并选择社区卫生服务中心对代码库进行试点应用。结果 243个常见西医疾病、45个管理病种和ICD-10第二版疾病统计短表的275个类目构成基层医疗西医疾病分类代码库。62个常见中医疾病和52个中医疾病类目以及82个常见中医证侯和259个中医证候类目构成基层医疗中医病证分类代码库。试点结果显示,基层库中常见西医疾病代码可覆盖该社区卫生服务中心87.2%的西医诊断。基层中医诊断代码库中的常见疾病代码和常见证候代码分别覆盖该中心94%的中医疾病诊断和76.9%的中医证候诊断。结论我们基于《疾病分类与代码》和《中医病证分类与代码》国家标准构建了基层医疗疾病分类体系,它将促进基层卫生信息规范化建设,提高基层卫生统计数据质量,解决基层医疗机构疾病转诊、医保付费以及绩效考核的信息传递,填补基层医疗疾病数据的空白,对基层卫生事业发展产生积极地推动作用。"	2017-02-18	张萌;	中华人民共和国卫生和计划生育委员会卫生信息标准开发与维护工作任务(20140304&20150304)	2017	18	02	33-36	R197.323		
CJFD2017	突破医改困境:“微医”模式创新分级诊疗	张诗晨;黄守强;	西南政法大学政治与公共管理学院;	现代医院管理	分级诊疗;;互联网+;;信息化;;新医改;;微医模式	"分级诊疗是解决""看病难、看病贵""的重要措施,然而实行7年的分级诊疗模式却并没有使""看病难""问题得到有效缓解。具体存在两个问题,即缺乏配套措施,政府强行""削足适履"";""小病大医""的择医观念。要想突破现有医改困境,必须转变传统分级诊疗思维模式,建立""微医""模式为代表的""互联网+医疗""新模式,创新医疗制度与医疗环境,突破医改困境。"	2017-02-18	张诗晨;	2016年重庆市科研创新项目(CYS16111)	2017	15	01	29-31	R197.1		
CJFD2017	医联体建设模式实践与思考	何水红;高长林;杜彬;汪卓赟;鲁超;	安徽医科大学第二附属医院;	现代医院管理	医联体;;建设模式;;实践;;思考	"医联体作为合理分配医疗资源,提高服务效能,构建""小病在社区、大病在医院、康复回社区""的分级诊疗模式的有效举措,国家卫生行政部门在不同场合予以强调和推广。研究者所在的安徽医科大学第二附属医院,近几年来一直高度重视医疗联合体建设,不断探索医联体建设的模式、合作机制等,截至目前已与37家基层医疗卫生服务机构签订了医联体合作协议,建立了或紧密或松散的医联体合作关系,并尝试探索了医院托管、科室托管、建立专科协作组以及个性化技术帮扶等不同的合作模式,取得了一定的成效。"	2017-02-18	何水红;	安徽省科技厅软科学研究计划项目(1502052057)	2017	15	01	32-34+41	R197.1		
CJFD2017	对口医院信息协同的分级诊疗的建设与实践	余爱萍;成林;单良;方维娜;	浙江医院信息中心;平湖市第一人民医院信息中心;	现代医院管理	分级诊疗;;信息化;;卫生专网;;医疗信息;;网络架构	"分级诊疗一个很重要的障碍在于医疗信息难以在各级医疗机构之间流动和分享。浙江医院利用浙江省卫生专网,打破空间、时间的限制,建立起跨区域上下级医院之间的快速转诊渠道,病人基本信息、大病历、检查、检验等诊疗信息高度共享,无缝连接,充分利用医院信息化助力分级诊疗的落实。"	2017-02-18	余爱萍;		2017	15	01	71-73	R197.1		
CJFD2017	新疆某省级医院与地州县医院之间双向转诊满意度调查研究	袁建明;黄健;袁海龙;	新疆医科大学第一附属医院;	中国卫生事业管理	双向转诊;;下转;;满意度	"目的探讨省级医院与地州县医院之间双向转诊患者满意度以及下转意愿影响因素。方法对作者所在医院2013年1月~2015年12月双向转诊中下转的783例患者满意度进行分析。结果住院期间患者对医生、护士服务的满意度情况:2014年不满意的患者达到7%,2015年不满意患者数量下降明显;患者是否愿意接受转诊情况:患者对协作医院的医疗水平及医疗安全担忧呈持续上升趋势;主管医生是否就双向转诊的情况向患者交代清楚:表示未交代清楚的患者数量逐年增加;对下转医院(协作)医院的医疗设备及技术表示怀疑的患者数量逐年减少。结论省级医院与地州县医院之间双向转诊中下转患者满意度仍有待提高;患者对协作医院医疗水平及医疗安全担心呈上升趋势;上转容易下转难,相关部门必须颁布优惠政策,加强对地州县医院软硬件设施的投入,同时加强不同级别医院之间相互合作,提高双向转诊中下转患者满意度。"	2017-02-15	袁建明;		2017	34	02	103-104	R197.32		
CJFD2017	山西和济肾脏病医院		实用医技杂志	实用医技杂志	肾脏病;医疗联合体;	"山西和济肾脏病医院于2015年11月扩建并迁址于学府街128号兰亭银座,2016年3月12日正式开业,是非营利性医疗机构。经原山西省卫生厅《晋卫办医政[2013]70号》文件核准为二级专科医院,经山西省卫生和计划生育委员会《晋卫办医发[2015]37号》文件批准为山西省第二人民医院医疗联合体单位,于2016年11月22日成为山西医科大学第二医院医疗联合体单位。现为省市医保、省市区新农合定点医院。2016年3月25日,受到山西省卫生和计划生育委员会王进喜书记的视察和指导,肯定了我院在硬件设施上的建设并嘱咐我们要成立党组,进行科学化管理搞科学创新和研究;"	2017-02-15			2017	24	02	242	R-2		
CJFD2017	品管圈活动在慢性心力衰竭患者分级诊疗中的应用	温书敏;罗林丽;	四川省内江市第一人民医院心血管内科;四川大学华西第二医院麻醉科;	广西医学	品管圈;;慢性心力衰竭;;分级诊疗	"目的探讨品管圈活动在慢性心力衰竭患者分级诊疗过程中的应用效果。方法选取慢性心力衰竭患者257例随机分为观察组129例和对照组128例。对对照组患者及家属进行分级诊疗的常规宣传,观察组在对照组的基础上开展品管圈活动。观察两组患者住院期间对分级诊疗制度的知晓率、满意度、执行率、住院时间及疾病复发率。结果出院时两组患者对分级诊疗制度知晓率较入院时均有提高(P<0.05),观察组知晓率明显高于对照组(P<0.05);观察组对分级诊疗制度的满意度及执行率均高于对照组(P<0.05)。结论品管圈活动可提高慢性心力衰竭患者对分级诊疗制度的认知程度和满意度,增加患者后续治疗的依从性,缩短住院时间,降低复发率。"	2017-02-15	温书敏;		2017	39	02	280-282	R473.5		
