SrcDatabase-来源库	Title-题名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	FirstDuty-第一责任人	Fund-基金	Year-年	Volume-卷	Period-期	PageCount-页码	CLC-中图分类号	URL-网址	DOI-DOI
CJFNTEMP	医养结合专科联盟破解养老难题研究	吴萌;	信阳师范学院医学院;	才智	医养结合;;专科联盟;;养老难题	随着社会老龄化以及失能、半失能老人群体规模的不断扩大，医养结合已经成为老年人实现健康养老的必然选择。为了应对日益增大的养老压力，由豫西南地区南阳市康复医院（南阳市第九人民医院）牵头发起成立的南阳市医养结合专科联盟以自己的社会担当与时俱进，开拓创新，攻坚克难，有力推动南阳养老事业的快速发展。本文梳理该联盟所采取的重要举措，总结该联盟所取得的显著成绩，同时基于目前存在的问题，有针对性地指出该联盟未来的努力方向。	2023-01-05	吴萌;	河南省高校人文社会科学研究一般项目《老年人社会参与对其健康的影响机制研究》（编号：2023-ZDJH-138）;; 信阳市哲学社会科学规划项目调研课题《信阳市医养结合养老服务现状分析及对策研究》（编号：2022JJ006）;; 信阳师范学院青年科研基金项目《基于技术接受模型脑卒中患者及其家属对“互联网+护理服务”的使用意愿影响因素研究》（编号：2022-QN-048）的阶段性成果	2023		01	190-192	D669.6;R197.1		
CJFDTEMP	区域康复中心与军队医疗机构伤病员双向转诊信息化平台的设计与应用	梁志达;王弘伯;王冬;田伟;	联勤保障部队大连康复疗养中心;	中国疗养医学	信息化平台;;双向转诊;;区域康复中心	目的 通过信息化手段增强军队医疗机构和疗养机构的数据互通，服务于军队伤病员的双向转诊工作。方法 通过基于云服务的信息平台技术和加密的数据专线打通数据沟通渠道，构建服务于医疗业务的信息系统。结果 建设“康复之桥”双向转诊平台，提升双向转诊工作信息化水平，方便医生通过电子疗病案全面掌握伤病员诊疗数据。结论 通过信息化技术手段，能够有效促进医疗数据共享，提升双向转诊工作效率。	2023-01-04	梁志达;	全军保健专项课题面上项目(19BJZ15)	2023	32	02	181-184	R82		10.13517/j.cnki.ccm.2023.02.016
CJFDTEMP	县域医共体财务集中共享管理模式研究	杨慧;	中国医学科学院肿瘤医院;	会计之友	县域医共体;;财务集中管理;;集中共享模式;;财务共享	随着全面推动健康中国建设战略的实施，深入推进县域医共体建设和体制机制改革，列入了国务院办公厅深化医药卫生体制改革2022年的重点工作任务清单。当前，各地区县域医共体运行仍存在诸多挑战，财务管理和信息系统薄弱，无法为管理决策提供快速有效的数据支撑。基于现状，本研究应用财务共享的模式来探索县域医共体的高质量发展，通过调研和文献研究明确共享模式的建设目标和条件，梳理各阶段的实施流程，设计共享模式的建设框架，再造重点业务流程的关键环节，最后就财务集中共享模式运行中的关键问题提出对策建议。本研究创新点主要是将财务共享的理念应用于县域医共体财务管理实践中，设计建设框架，再造业务流程，拓展财务共享的应用场景。	2023-01-03 15:03	杨慧;		2023		01	107-111	R197.1	https://kns.cnki.net/kcms/detail/14.1063.F.20221231.2018.022.html	
CJFD2023	远程心电筛查助力分级诊疗的管理难点及瓶颈	张海澄;余新艳;王红宇;薛涛;廖晓阳;范咏梅;张青宏;	北京大学人民医院心内科北京大学医学继续教育学院;宁夏回族自治区银川市第一人民医院健康管理(体检)中心;山西医科大学第二医院心电图诊断科;山东省临清市人民医院心内科;四川大学华西医院全科医学中心;湖南省人民医院功能科;宁夏回族自治区银川市第一人民医院基层医疗服务部;	中国全科医学	心血管疾病;;远程医学;;心电描记术;;全科医生;;心电筛查;;分级诊疗;;基层医疗卫生服务;;初级卫生保健	"我国心血管疾病(CVD)患病率和发病率仍在持续增高,且近几年农村地区CVD死亡率持续超过城市地区。远程心电筛查有益于基层医疗卫生机构CVD筛查,但其也存在一定的难点。本文就如何提高远程心电筛查的知晓度、可信度以及居民的获得感?如何调动基层医生积极性,主动地参与到筛查的工作中?如何解决基层医生管理能力与管理经验不足,只能提供单一的筛查、沟通的服务?如何解决基层医疗卫生机构与上级医院的双向转诊中各级医院之间缺乏协同机制,没有持续运行的筛查团队+诊断团队+评估团队+治疗团队+随访管理团队的问题进行讨论,并提出了:合理高效利用各方资源;落实分级诊疗、加强团队分工协作;充分发挥护理和公共卫生团队的能力,制订不同筛查方案;加强上级医疗机构专家对基层医生的技术支持,增加基层医疗卫生机构社会效益;在工作中进行人才培养,提升基层人员的专业水平;“互联网+基层医疗”赋能双向转诊;构建病例的大数据库;构建医疗健康集团,分工协作等建议。"	2023-01-03	张海澄;	国家社科基金重大项目（18ZDA086-4）;; 银川市科技创新重点重大专项（2021-SF-009）	2023	26	05	525-531+540	R197.1		
CJFDTEMP	多源流模型视域下县域医共体发展动力机制和路径探析	刘宝琴;赵莉娜;张宗久;	清华大学医院管理研究院;中日友好医院;	中国医院	县域医共体;;分级诊疗;;动力机制;;多源流模型;;医联体	县域医共体建设是进一步推进分级诊疗制度和践行健康中国战略的重要举措。本文通过回顾县域医共体发展历程，结合多源流模型理论，构建县域医共体发展的动力机制和路径优化分析模型，分析县域医共体发展的动力机制。研究表明，问题源流、政策源流和政治源流分别是推动县域医共体发展的内部动力、外部动力和关键动力；在探明县域医共体动力机制的基础上，对县域医共体发展提出建议。	2023-01-01	刘宝琴;		2023	27	01	19-22	R197.1		10.19660/j.issn.1671-0592.2023.01.05
CJFDTEMP	县域糖尿病分级诊疗技术方案		国家卫生健康委员会;国家中医药管理局;	全科医学临床与教育	分级诊疗;糖尿病;	我国是糖尿病患者数最多的国家，我国成人糖尿病的患病率为11.9%，患者总数约有1.25亿，约占全球糖尿病患者的27%。近年来我国成人糖尿病患病率显著上升且发病日趋年轻化，经济发达地区患病率明显高于不发达地区，但农村人群患病率增长快速。糖尿病主要危害是微血管和大血管并发症，心血管疾病已成为导致糖尿病患者死亡、致残的主要原因。循证医学研究证明，严格控制血糖、血脂、血压和高凝状态等多种危险因素，可显著降低糖尿病患者发生并发症的风险，对早期糖尿病肾病、视网膜病变和糖尿病足的患者采取特殊的干预措施，	2022-12-30			2022	20	12	1060-1065	R587.1		10.13558/j.cnki.issn1672-3686.2022.012.002
CJFDTEMP	区域医学检验中心运行中存在的问题与对策	陈洪卫;侯彦强;	上海市松江区中心医院检验科;	检验医学	区域医学检验中心;;医疗联合体;;医疗服务共同体;;基层医院	"医疗联合体是中国深化医药卫生体制改革的一项重要举措,有利于促进各级医院分工协作,合理利用资源,方便群众就医。区域医学检验中心是医疗联合体的重要组成部分,有助于推进分级诊疗制度建设。近几年,各地因地制宜地组建区域医学检验中心,并呈现出百花齐放的局面,在建立有序、有效的医疗服务体系中发挥了积极作用。文章分析了当前区域医学检验中心运行中存在的问题,并提出对策,为进一步深化区域医学检验中心建设和发展提供参考。"	2022-12-30	陈洪卫;	上海市医学重点专科基金项目(ZK2019B09)	2022	37	12	1125-1128	R197.6		
CJFD2022	重庆市县域医共体中基层医疗机构抗菌药物使用现状及不合理性分析	邓晓琴;赵池;沈东芳;陈琼;阎鸿焰;	忠县人民医院;	现代医药卫生	医共体;;抗菌药物;;现状分析;;重庆	"目的 了解重庆市忠县医共体中基层医疗机构在前置审方系统(智能审方云平台)运行下抗菌药物的使用现状及不合理情况，为基层医疗机构抗菌药物的合理使用提供参考依据。方法 提取重庆市忠县前置审方系统中基层乡镇医疗机构2021年5-10月全部门诊处方数据，根据处方评价指标、药品说明书和抗菌药物化学结构分类描述抗菌药物使用情况、疾病诊断情况，并进行不合理性用药分析。结果 共纳入42家乡镇基层医疗机构，提取127 066张门诊处方，其中中心卫生院、一般卫生院、地名卫生院分别为14、15、13家，涉及处方张数分别为73 694、36 153、17 219张；抗菌药物处方率为25.2%(32 053/127 066))。抗菌药物联用处方率为10.5%(3 359/32 053),抗菌药物注射剂处方率为60.2%(23 545/32 053),不合理抗菌药物处方率为20.6%(6 587/32 053)。最常用的抗菌药物分别为青霉素类[35.9%(12 792/35 590)]、头孢菌素类[33.5%(11 906/35 590)]、林可酰胺类[10.5%(3 739/35 590)]和喹诺酮类[9.4%(3 347/35 590)];上呼吸道感染抗菌药物处方最多[16.1%(5 162/32 053)]。6 587张不合理抗菌药物处方中用药不适宜情况最多[91.4%(7 771/6 587)]。结论 重庆市忠县医共体内基层医疗机构门诊抗菌药物处方率高于国家卫生健康委员会规定的医院门诊抗菌药物使用率标准，故需加强抗菌药物使用的认识，改善医共体内基层医疗机构抗菌药物使用现状。"	2022-12-30	邓晓琴;	重庆市科卫联合项目(2022MSXM126)	2022	38	24	4263-4266	R95		
CJFDTEMP	新疆南疆某县县域医共体“联乡包村”模式管理脓癣患儿效果评价	张祥月;王飞;梁俊琴;刘建勇;康晓静;	新疆维吾尔自治区人民医院医务部;新疆维吾尔自治区人民医院皮肤性病科新疆皮肤病研究重点实验室;	中国真菌学杂志	县域医共体;;联乡包村;;远程诊疗;;脓癣;;健康管理	"头癣是一个重要的公共卫生问题~([1]),新疆儿童头癣发病率居全国首位，南疆尤为严重~([2]),乡镇村的儿童发病率高于县城市区，脓癣、黄癣发生率高~([3]),感染状况不容乐观，给患儿及家庭带来身心伤害和经济负担~([4])。目前对于此病的公共卫生干预措施和健康普及教育获得明显不足，防控形势尤为迫切，却又缺乏有效的防控体系~([5])。头癣治疗一般要6～8周综合处理，脓癣必要时延长1～2周~([3]),因此无法满足患者全程在院内诊疗，"	2022-12-28	张祥月;	自治区创新环境(人才、基地)建设专项-天山青年计划(2019Q059)	2022	17	06	482-485	R756.1		
CJFDTEMP	FMEA在县域医共体新冠疫情感染防控能力建设中的应用	姚美华;唐红萍;张红健;曹利华;陈红琴;	南通大学附属启东医院启东市人民医院感染管理科;南通大学附属启东医院启东市人民医院院长室;启东市妇幼保健院院长室;启东市卫生健康委医政医管科;	江苏卫生事业管理	FMEA;;县域医共体;;感控防控能力;;同质化管理	目的：分析FMEA在县域医共体新冠疫情防控中的应用价值。方法：根据FEMA模型，制订工作流程，实施失效因素的分析评测，制定改进措施、同质化管理等步骤后进行分析汇总。结果：通过FMEA在医共体内医疗机构新冠肺炎感染防控能力建设的实施，感染管理部门和专职人员配置达标率100%，手卫生依从性85.63%，手卫生正确率96.79%，穿脱防护用品合格率100%，消毒灭菌合格率100%，环境卫生学监测率100%，现患率调查开展率（二级以上医院）100%，区域化消毒供应中心质量追溯、医疗废物管理和医院感染监测（二级以上公立医院）均实现信息化管理，使用率达100%。结论：FMEA模型显著提升了县域医共体医疗机构新冠肺炎感染防控能力。	2022-12-28	姚美华;	江苏省医院协会医院管理创新研究重点课题（JSYGY-2-2021-181）;; 南通市科技计划项目（MSZ20160）	2022	33	12	1639-1643	R197.323		
CJFD2023	广东省分级诊疗政策实施情况调查	曾浩峰;魏小凡;王楠;彭建琳;林文霞;龙文磊;	南方医科大学;	合作经济与科技	医院;;分级诊疗;;就医观念;;医疗秩序	本文通过查阅《广东省卫生统计年鉴》收集医疗资源以及服务数据，对居民开展问卷调查，采用卡方检验等统计方法，了解广东省常住居民对分级诊疗制度的认知、看法。调查结果显示：广东省分级诊疗制度进展缓慢，与期望结果存在一定距离；基层医疗机构诊疗水平不足；基层医疗机构仍未得到民众的认可；向下转诊通道仍然存在问题；分级诊疗制度仍需进一步扩大宣传。针对广东省分级诊疗制度发展现状，提出对策建议，以便为分级诊疗的完善提供参考。	2022-12-27	曾浩峰;	南方医科大学2020年大学生创新创业训练计划项目：“广东省分级诊疗制度实施调查研究”（项目编号：S202012121119）	2023		01	161-163	R197.1		10.13665/j.cnki.hzjjykj.2023.01.044
DKFX2022	广东省紧密型县域医共体（城市医疗集团）总药师通用能力素质模型	陈文瑛;王勇;欧阳国豪;张艺;	广东省药学会;天河区药学联盟;南方医科大学第三附属医院;广州市白云区第二人民医院;	今日药学	县域医共体;城市医疗集团;紧密型;能力素质模型;	根据广东省人民政府办公厅《广东省紧密型县域医疗卫生共同体高质量发展行动方案（2022-2025年）》（粤办函[2022]245号）、广东省卫生健康委办公室《广东省紧密型县域医共体（城市医疗集团）总药师制度建设方案（试行）》（粤卫办药政函[2022]2号）以及《广东省紧密型县域医疗卫生共同体药事质量管理指南（试行）》（粤卫办基层函[2022]13号）等文件要求，为推动我省总药师岗位设立，构建规范化、垂直化、同质化紧密型县域医共体（城市医疗集团）药学管理服务体系，现结合省内外经验，制定本能力素质模型。	2022-12-26 10:49	陈文瑛					16	R95	https://kns.cnki.net/kcms/detail/44.1650.R.20221222.1907.001.html	
CJFD2022	城市医联体内医生双向转诊行为影响因素研究——以北京市某医院医联体为例	陈军;何晓雯;严则金;曹琦;孟令进;	北京大学人民医院;中国人民大学公共管理学院;	中国社会医学杂志	分级诊疗;;城市医联体;;双向转诊;;医疗联盟;;医生行为	目的 探究医疗联合体的内在逻辑关系并提出可行的解决方案，以推进双向转诊。方法 对北京市某医院医疗联合体内各综合医院、专科医院和社区卫生服务中心的23名医生开展深度访谈，运用扎根理论，分析影响城市医联体内医生双向转诊行为的因素。结果 文本共形成39个初始概念、13个范畴、5个主范畴，最终形成3个核心范畴，并构建了城市医联体内医生的双向转诊行为影响因素模型。结论 城市医联体内医生双向转诊行为受到“强化因素”“使能因素”以及“倾向因素”3个主要特征因素影响，有必要从强化政策引导与激励措施、提升基层医疗服务能力与资源配置平衡、以机制优化与认知引导提升转诊能力等方面入手，助力双向转诊制度实施。	2022-12-26	陈军;	国家社会科学基金重点项目(19AZD016)	2022	39	06	693-698	R197.1		
CJFD2022	我国分级诊疗体系建设效果评价研究	申鑫;柯攀;王超;周颖;卢祖洵;	华中科技大学同济医学院公共卫生学院;武汉大学公共卫生学院;	中国社会医学杂志	分级诊疗;;评价指标;;卫生资源;;医疗机构	目的 综合评价我国分级诊疗体系建设效果，为完善分级诊疗政策提供科学依据。方法 采用2010—2022年国家卫生健康统计年鉴数据，分析综合医院和基层医疗卫生机构在机构数量、卫生人员数、床位数、诊疗服务量和收入情况年均增长率的差异。结果 2009—2021年，我国医疗资源及服务量不断增加，但综合医院与基层医疗机构在机构数(3.83%vs-0.12%)、卫生人员数(1.48%vs-2.02%)、床位数(0.91%vs-2.6%)、诊疗服务量(2.02%vs-1.54%)、机构收入(0.67%vs-1.15%)等指标的年均增长率方面差异具有统计学意义。结论 尽管我国分级诊疗体系取得了一定成效，但仍面临医疗资源配置不合理和基层卫生诊疗量占比有待提升的问题，体系建设任重道远。	2022-12-26	申鑫;	国家社会科学基金重大项目(18ZDA085)	2022	39	06	711-715	R197.1		
CJFDTEMP	长沙市居民分级诊疗认知及基层首诊影响因素研究	莫贵艳;汤渝玲;阎昱升;何志雄;郭婷;	长沙市第一医院;	湘南学院学报(医学版)	分级诊疗;;基层首诊;;认知度;;长沙	目的 调查长沙市居民对分级诊疗的认知以及分级诊疗背景下长沙市居民的就医选择及影响因素。方法利用随机抽样法对长沙市868位居民进行问卷调查，采用χ~2检验进行数据分析居民基层首诊影响因素，对差异有统计学意义的指标采用logistic回归分析。结果 居民对分级诊疗的知晓度整体偏低，不了解或未曾听说过分级诊疗的占46.2%，居民对基层机构的首诊意愿较低（41.1%），收入水平、文化程度、是否赞成分级诊疗制度、医保类型、是否了解分级诊疗、是否赞同分级诊疗以及是否有基层就诊经历对基层首诊意愿有显著影响。结论 为高效推进长沙市分级诊疗，应加强宣传，引导居民有序就医，提升基层医疗机构医疗水平，完善配套制度，改善基层医疗机构的设施，提高基层机构的吸引力。	2022-12-25	莫贵艳;	长沙市哲学社会科学规划课题（2022csskkt62）;; 国家重点研发计划子课题（2018YFC1313701）	2022	24	04	57-61	R197.1		10.16500/j.cnki.1673-498x.2022.04.057
CJFDTEMP	推拉理论视角下县域医共体强基层的策略分析	张霄艳;王静;	湖北大学公共管理学院;	赤峰学院学报(自然科学版)	推拉理论;;县域医共体;;基层医务人员;;流失	随着“健康中国”战略的提出和一系列“强基层”改革工作的推进，基层卫生事业迎来了新的发展机遇。然而，基层医务人员流失现象严重的问题仍是影响基层卫生事业的关键。本研究通过用推拉理论系统分析基层医疗机构自身的“推力”和外界的“拉力”，提出从政府、基层医疗机构自身、社会三个方面来增强基层医务人员稳定性的策略，以此促进基层医务人员人才队伍建设的可持续发展，实现“强基层”的改革目标。	2022-12-25	张霄艳;	国家自然科学基金青年项目（71704048）	2022	38	12	59-62	R197.1		10.13398/j.cnki.issn1673-260x.2022.12.004
