SrcDatabase-来源库	Title-题名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	FirstDuty-第一责任人	Fund-基金	Year-年	Volume-卷	Period-期	PageCount-页码	CLC-中图分类号	URL-网址	DOI-DOI
CPFD2017	应用中医联动机制对基层社区中医护理工作的干预	张梅玲;汤春;	上海市浦东新区光明中医医院;	湖南中医药大学学报2016/专集：国际数字医学会数字中医药分会成立大会暨首届数字中医药学术交流会论文集	中医联动机制;;中医护理;;服务提升	"了解上海市浦东新区中医医疗联合体建设协作单位,基层社区护理人员开展中医护理工作的现状及患者对中医药服务的需求。方法采用问卷及督导对我院6家中医联合体协作单位开展中医工作调研。结果各协作单位的社区服务门诊均开展中医传统技术,临床护理几乎未开展中医技术或康复护理。结论探索中医联合体建设的联动机制,加强社区护理人员对中医药知识的认知,结合患者需求适宜开展中医护理技术,促进基层社区医疗机构中医综合服务能力的提升。"	2016-11-25	张梅玲;汤春;		2016			1	R248		
CCND2016	儿科医院组团 三年干了什么	首都医科大学附属北京儿童医院副院长 王天有 通讯员 余易安 整理	首都医科大学附属北京儿童医院;	健康报	儿科医院;医联体;北京儿童医院;医疗联合体;		2016-11-07	首都医科大学附属北京儿童医院副院长 王天有 通讯员 余易安 整理		2016			2	R197.5		
CCND2016	推动医疗改革 打造健康江门		江门日报	江门日报	基层卫生院;民营医疗机构;江门市;基层医疗单位;公立医院综合改革;民营医院;分级诊疗;社会办医;		2016-11-07			2016			3	R197.1		
CCND2016	推进健康吉林建设 保障人民身体健康	本报记者 李晓静	吉林日报	吉林日报	基层医疗卫生机构;基本医疗卫生制度;中医药资源;医生模式;疾病防控;社区卫生服务中心;基本公共卫生服务;社区卫生服务网络;医疗联合体;家庭医生签约;乡村医生;		2016-11-05	本报记者 李晓静		2016			5	R197.1		
CPFD2017	从医保的角度探讨合理的慢病管理	邹新春;钱庆文;张瑞宏;	昆明医科大学附属口腔医院医务部;清华大学医院管理研究院;昆明医科大学人文学院;	医学与人文高峰论坛暨《医学与哲学》杂志第四届编委会第一次会议论文汇编	慢性病长处方;慢病管理;慢性病管理;慢性病患者;社区卫生服务中心;初级卫生保健;分级诊疗;专病门诊;门诊费用;慢性病人;全民基本医疗保险;疾病负担;	"全国卫生大会提出""没有全民健康,就没有全面小康""""健康是促进人的全面发展的必然要求,是经济社会发展的基础条件,是民族昌盛和国家富强的重要标志,也是广大人民群众的共同追求""""要把人民健康放在优先发展的战略地位""。在慢性非传染性疾病对我国居民健康造成较大威胁,慢性病管理工作是我国卫生工作的重点。健康中国战略背景下,慢性病管理是健康中国的重要组成,医保对慢性病的管理起着重要的作用,医保制度的好坏直接影响到慢病管理的成效。"	2016-11-04	邹新春;钱庆文;张瑞宏;		2016			7	R197.1		
CPFD2019	腰腿痛的分级诊疗初探	熊源长;	上海长海医院疼痛治疗中心;	中华医学会疼痛学分会第十二届学术年会论文集	分级诊疗;	"目的:随着疼痛诊疗工作越来越普及,分级诊疗显的越来越重要。我们选择腰腿痛这一常见病进行讨论。方法:腰腿痛的治疗措施:(1)保守治疗;(2)注射治疗;(3)介入治疗;(4)微创手术治疗;(5)常规手术治疗。结果:在选择哪一种手术治疗方式之前,需要仔细甄别患者疼痛的来源以及发生的机制。(1)对于急"	2016-10-21	熊源长;		2016			1	R402		
CCND2016	“复旦系”合办儿联体是种怎样体验	复旦大学附属儿科医院副院长 王艺 整理 特约记者 宋琼芳	复旦大学附属儿科医院;	健康报	医疗联合体;		2016-10-17	复旦大学附属儿科医院副院长 王艺 整理 特约记者 宋琼芳		2016			2	R197.5		
CCND2016	王耀献：中医院分级诊疗的路怎么走		中国中医药报	中国中医药报	分级诊疗;医联体;中医院;王耀献;		2016-09-28			2016			2	R197.4		
CPFD2017	分级诊疗体制下基层医院早孕超声筛查“基础切面”研究和推广	鲁红;俞琤;周一敏;周露璐;王胜良;陈晓萍;郭红;尹旭丹;吴珠青;	浙江大学医学院附属妇产科医院;浙江省德清县中医院;浙江省金华市妇幼保健院;浙江省安吉县妇幼保健院;	2016年浙江省超声医学学术年会论文汇编	分级诊疗;	"针对产科超声法定需检出的胎儿6大严重结构异常:无脑儿、脑膨出、开放性脊柱裂、单腔心、胸腹壁缺损伴内脏外翻、致病性软骨发育不全,建立早孕超声筛查""基础切面"",使基层医院超声医生或技师能按""图""扫查,尽早发现诊断严重结构缺陷或其影像学异常表现及时转诊至有诊断资格的医疗机构,尽早临床决策,减轻孕妇、家庭、社会的负担,最大程度地保护母亲,节约医疗资源,提高人口素质。我们经过反复调研,讨论,实践,修改。目前统一早孕超声筛查10大基础切面:分为5大观察切面1、顶臀径;2、胸径切面;3、腹围切面;4、脊柱纵轴切面;5、肢体长轴切面。5大留存切面1、双顶径切面;2、侧脑室水平横切面;3、NT标准切面;4、腹壁脐带插入出;5、躯干长轴切面。重视早孕胎儿结构筛查,能早期检出一些严重胎儿结构异常。经过培训,基层医院也能顺利完成早孕胎儿超声结构异常排查任务。"	2016-09-23	鲁红;俞琤;周一敏;周露璐;王胜良;陈晓萍;郭红;尹旭丹;吴珠青;		2016			1	R445.1;R714.5		
CPFD2017	关于结核病分级诊疗的探讨	蔺刚;	黑龙江省传染病防治院;	2016结核病防治服务体系建设研讨会资料汇编	分级诊疗;结核病;定点医院;	~~	2016-09-23	蔺刚;		2016			3	R181.8;R52		
CCND2016	家门口的医院如何吸引患者就医	本报记者 金振娅	光明日报	光明日报	分级诊疗;卫计委;慢病管理;基层医疗机构;		2016-09-14	本报记者 金振娅		2016			2	R197.3		
CCND2016	分级诊疗成医改“第一要务”	记者 李唐宁	经济参考报	经济参考报	分级诊疗;分级诊疗制度;第一要务;		2016-09-12	记者 李唐宁		2016			2	R197.1		
CPFD2016	综合性医院在医疗联合体中开展分级诊疗的实践与探索	花迎雪;方伟敏;孙万驹;	浦东合庆社区卫生服务中心;浦东新区人民医院;	中华中医药学会全科医学分会成立大会暨2016年学术年会论文集	综合性医院;;医疗联合体;;分级诊疗	"通过探讨综合医院在医疗联合体中的作用入手,介绍我院在开展分级诊疗中的具体做法与成效,并为进一步推进分级诊疗工作提出合理化建议和措施。"	2016-09-08	花迎雪;方伟敏;孙万驹;	吴阶平医学基金会临床科研专项资助项目(320.6750.14193)	2016			6	R197.3		
CPFD2016	探索三级医院实施分级诊疗制度的思考	张文理;侯芳霖;	青岛市海慈医疗集团;	中华中医药学会全科医学分会成立大会暨2016年学术年会论文集	分级诊疗;;三级医院;;应对措施	"建立合理分级诊疗模式是加快建立""基层首诊、双向转诊、急慢分治、上下联动""就医制度,推动形成""小病在基层,大病到医院、康复回社区""合理就医格局的关键环节,是深化医药卫生体制改革,缓解看病难、看病贵的重要举措。作为三级医院要抓住机遇,面对挑战,应加大急诊门诊建设,提高危急重症和疑难复杂疾病的医疗服务;着力发展高新技术和发展外科的学科建设水平和提高技术能力。重点发挥在医学科学、技术创新和人才培养等方面的引领作用,加强中医特色疗法,促进科室协作和医院全面发展。"	2016-09-08	张文理;侯芳霖;		2016			5	R197.1		
CPFD2016	大健康视角下从医患友好角度实践与探索分级诊疗模式	官文清;李维郑;张来;林艳丽;孔海华;	杭州市余杭区第五人民医院;	中华中医药学会全科医学分会成立大会暨2016年学术年会论文集	大健康;;医患友好;;分级诊疗	"在大健康理念下,以全民健康为前提,贯彻大健康理念,全面构建以患者为中心、基层首诊、双向转诊的分级诊疗格局[1],是深化医药卫生体制改革的必然产物。本文通过阐述杭州市余杭区第五人民医院多年来在大健康视角下构建三级垂直医联体模式基础上以全国基层医患友好示范开展分级诊疗的实践经验和具体做法,为此项工作的进一步推进提供思路。从医患友好角度对分级诊疗的实践探索,为未来分级诊疗决策与实践提供经验。"	2016-09-08	官文清;李维郑;张来;林艳丽;孔海华;	杭州市科技计划项目No.20150633B65;; 杭州市余杭区科技计划项目No.2015-18	2016			4	R197.1		
CPFD2016	探索“一体化”中医医联体模式	曹建春;马继福;	北京中医药大学东方医院;	中华中医药学会全科医学分会成立大会暨2016年学术年会论文集	医疗卫生体制改革;;分级诊疗;;医联体;;一体化模式	"作为我国医疗卫生体制改革重要措施的分级诊疗政策,医联体的目的是推动患者有序就诊,解决患者看病难的问题。政府推动的医联体建设希望能够把患者吸引到基层医院来,但是从目前实践来看,松散的医联体模式并不能有效地把患者分流到基层医院去。北京中医药大学东方医院牵头创立的一体化紧密中医医联体模式,创造了三级医院和基层医院比翼齐飞的良好态势,为实现分级诊疗的目的,提供了新的途径。"	2016-09-08	曹建春;马继福;		2016			6	R197.4		
CPFD2016	探索“一体化”中医医联体模式	马继福;曹建春;	北京中医药大学东方医院;	中华中医药学会全科医学分会成立大会暨2016年学术年会论文集	医疗卫生体制改革;;分级诊疗;;医联体;;一体化模式	"作为我国医疗卫生体制改革重要措施的分级诊疗政策,医联体的目的是推动患者有序就诊,解决患者看病难的问题。政府推动的医联体建设希望能够把患者吸引到基层医院来,但是从目前实践来看,松散的医联体模式并不能有效地把患者分流到基层医院去。北京中医药大学东方医院牵头创立的一体化紧密中医医联体模式,创造了三级医院和基层医院比翼齐飞的良好态势,为实现分级诊疗的目的,提供了新的途径。"	2016-09-08	马继福;曹建春;		2016			6	R197.4		
CPFD2016	全科医生视角下的分级诊疗	孟毅;	河南省中医院;	中华中医药学会全科医学分会成立大会暨2016年学术年会论文集	"全科医生;;分级诊疗;;""健康守门人"""	"分级诊疗是实现医疗资源的合理配置及应用。与国外的医疗体系相比,不管是全科医疗还是分级诊疗都还处于探索发展期。分级诊疗主要是基层医疗与大医院的分工协作,全科医生是基层医疗的一线工作者,作为社区卫生服务的主要提供者,全科医生在初级卫生保健体系中有着非常重要的地位。我国的基层医疗机构发展较慢,技术力量较弱,分级诊疗的实施,对全科医生的医疗水平,工作方式既是一种挑战,也是一种机遇。"	2016-09-08	孟毅;		2016			4	R197.1		
CPFD2016	医联体与分级诊疗的思考	陈荣山;姚婕;吴昊;	江苏省泰兴市中医院;	“决策论坛——管理科学与经营决策学术研讨会”论文集（下）	医联体;;分级诊疗;;利益博弈	"随着国家医改工程的不断推进,为推动形成分级诊疗格局,破解无序就医乱象,区域医疗联合体应运而生,也逐渐成为媒体和公众热议的焦点。本文将就医联体产生的背景、医联体应当承担的责任、医联体的建立与管理作简要介绍,并对目前医联体中弊端存在的根本原因作挖掘分析。"	2016-09-03	陈荣山;姚婕;吴昊;		2016			1	R197.1		
CCND2016	焕发“留医部”新的生命力	本报记者 王天鹅	健康报	健康报	深圳市人民医院;网络医院;医疗服务;健康小屋;分级诊疗;整合医疗;		2016-08-30	本报记者 王天鹅		2016			2	R197.32		
CCND2016	中医医疗机构分级诊疗仍要做足“中”字文章	本报记者 向佳	中国中医药报	中国中医药报	中医医疗机构;分级诊疗;分级诊疗制度;		2016-08-24	本报记者 向佳		2016			1	R197.4		
CPFD2017	Ⅲ级系统筛查在基层医院胎儿畸形分级诊疗中的价值	文强;王竞宇;彭利;陈艳;何莲;	龙泉驿区第一人民医院;	2016’中国西部声学学术交流会论文集	胎儿畸形;;基层医院;;超声系统筛查	"目的评价基层医院开展产前超声Ⅲ级系统筛查在胎儿畸形分级诊疗中价值。方法回顾分析2014年7月至2016年2月22-24周孕妇在本院进行Ⅲ级系统筛查3865例的资料,均为单胎,以产前诊断中心IV级检查、引产及产后诊断为标准。结果产前胎儿Ⅲ级系统筛查3865例,畸形83例(不包括超声软指标及附属物异常),占2.1%(83/3865)。其中心脏畸形34例,占首位。单发畸形76例;多发畸形7例。畸形83例诊断符合率93.3%;漏诊6例,漏诊率0.15%(6/3865);漏诊主要为非致死性畸形,未引起医疗纠纷。结论基层医院开展产前超声Ⅲ级系统筛查可行、有效,在分级诊疗中能降低胎儿出生缺陷,降低围产期胎儿死亡率,提前宫内介入治疗,对优生优育、减少医疗纠纷的发生有极其重要应用价值。"	2016-08-21	文强;王竞宇;彭利;陈艳;何莲;		2016	Vol.35		4	R445.1;R714.5		
CCND2016	分级诊疗如何才能实现？	晓剑	中国劳动保障报	中国劳动保障报	分级诊疗;慢性病患者;社区医生;社区医院;		2016-08-19	晓剑		2016			1	R197.1		
CCND2016	医改“三大怪”要让居民见惯不怪	罗志华 广西 医生	长江日报	长江日报	分级诊疗;		2016-08-17	罗志华 广西 医生		2016			1	R197.1		
CCND2016	开展分级诊疗 解决“看病难”问题	本报记者 何博	贵州政协报	贵州政协报	分级诊疗;基层首诊;不同级别;基层医疗机构;医疗资源配置;		2016-08-04	本报记者 何博		2016			3	R197.1		
CCND2016	“去编”不是简单“打破铁饭碗”		健康报	健康报	公立医院;分级诊疗;编制管理;编外人员;用人自主权;铁饭碗;医务人员;基层医疗机构;		2016-08-01			2016			2	R197.3		
CPFD2020	我国分级诊疗的现状及对策研究	刘平良;	湖南中医药大学管理与信息工程学院;	第三届中国中医药民族医药信息大会论文集	分级诊疗;深化医改;双向转诊;全科医生;社区医生;契约服务;基层医疗机构;现状及对策研究;	"引言伴随着经济和信息的全球化发展,我国的卫生事业取得了巨大的进步。同时,人们对于卫生服务的需求也不断提高,有限的卫生资源和群众不断增长的卫生服务需求间的矛盾日益尖锐,医患关系紧张、看病贵、看病难等问题日益突显。十八届三中全会报告中要求""完善合理分级诊疗模式,建立社区医生和居民契约服务关系。充分利用信息化手段,促进优质医疗资源纵向流动。加强区域公共卫生服务资源整合""。近年来,分级诊疗工作作为我国深化医改的重要内容之一,目前在全国范围内进行试点,还没有形成一套完善成熟的机制,本文基于此背景而作。"	2016-07-28	刘平良;		2016			5	R197.1		10.26914/c.cnkihy.2016.004133
CCND2016	分级诊疗促民营医院转型升级	记者 邱登科	民营经济报	民营经济报	分级诊疗;民营医院;多点执业;		2016-07-18	记者 邱登科		2016			1	R197.3		
CPFD2019	“互联网+医疗健康”时代医院管理创新	林辉;	广西壮族自治区人民医院;	2016中国医师协会疼痛医师专业委员会年会资料汇编	互联网+医疗;多点执业;医疗健康产业;互联网医院;门诊信息化;电子病历;移动查房;分级诊疗;医疗健康服务;就医体验;	"互联网具有打破信息不对称、降低交易成本、促进专业化分工和提升劳动生产率的优势,具有很强的渗透力,如""互联网+金融""几乎可以无孔不入。""互联网+传统行业"",就意味着传统行业也获得一种与外在资源和环境结合以及整合的能力,这是对这个行业功能的一种提高,使我国经济转型升级成为现实。目前互联网和移动互联网发展迅猛,正以改变一切的力量在全球范围内掀起一场影响人类未来的深刻变"	2016-07-16	林辉;		2016			3	R197.3		
CCND2016	县域医共体：一条心 一张网	安徽省天长市人民医院院长 许长松 本报记者 肖薇 冯立中 整理	安徽省天长市人民医院;	健康报	县域医共体;总额预算;村卫生室;乡镇卫生院;新农合;		2016-06-27	安徽省天长市人民医院院长 许长松 本报记者 肖薇 冯立中 整理		2016			2	R197.1		
CCND2016	健康医疗大数据“蛋糕”怎么分？	本报记者 李蕴明	医药经济报	医药经济报	健康医疗大数据;云平台;分级诊疗;医疗信息化;区域医疗;云医院;医院集团化;		2016-06-27	本报记者 李蕴明		2016			2	R197.3		
CCND2016	深化体制机制变革 加快建设卫生强市	本报评论员	东莞日报	东莞日报	医疗卫生事业;医疗卫生资源;分级诊疗;机制变革;		2016-06-22	本报评论员		2016			1	R197.1		
CCND2016	以分级诊疗改革构建合理就医格局	深圳特区报评论员	深圳特区报;	深圳特区报	分级诊疗;基层医疗机构;医疗服务体系;		2016-06-15	深圳特区报评论员		2016			1	R197.1		
CCND2016	关于大同市2015年国民经济和社会发展计划执行情况与2016年国民经济和社会发展计划(草案)的报告	大同市发展和改革委员会主任 马安全	大同市发展和改革委员会;	大同日报	社会发展计划;项目前期工作;光伏扶贫;全面建成小康社会;基本药物制度;国民经济;高铁项目;商贸物流;供给侧结构性改革;大同市;经济下行压力;医疗联合体;低热值煤;投融资机制;浑源县;光伏发电;统筹推进;城镇登记失业率;		2016-06-13	大同市发展和改革委员会主任 马安全		2016			7	D624		
CCND2016	“河南籍”院长眼中的分级诊疗	通讯员 常娟 本报记者 胡晓军 整理	健康报	健康报	分级诊疗;医联体;省级医院;三级医院;县级医院;		2016-06-06	通讯员 常娟 本报记者 胡晓军 整理		2016			2	R197.32		
CPFD2016	浅谈基本公共卫生服务项目财务管理	刘彦耘;	对外经济贸易大学国际商学院;	“决策论坛——企业行政管理与创新学术研讨会”论文集（上）	基本公共卫生财务管理成本核算	"近年来,随着医改的不断深化,为切实解决""看病贵,看病难""的现状,使患者从大医院分流、逐步有效地实现分级诊疗,国家财政加大了基本公共卫生服务资金的投入力度。本文以财务管理角度,分别从经费筹集、资金使用现状、项目预算管理、公卫经费使用、项目成本测算等方便阐述基本公共卫生服务项目财务管理流程实施和财务管理的要点。"	2016-06-04	刘彦耘;		2016			2	R197.1		
CCND2016	安陆“四城同创”紧扣民生	特约记者 杨鹏程	孝感日报	孝感日报	安陆市;府城街道;医疗联合体;		2016-05-07	特约记者 杨鹏程		2016			1	D67		
CCND2016	分级诊疗看似在“分”实质在“整”	江苏省人民政府 朱步楼	江苏省人民政府;	健康报	分级诊疗;分级诊疗制度;基层医疗卫生机构;全科医生;医疗服务体系;医保支付;基层首诊;医疗卫生服务体系;区域卫生规划;		2016-04-25	江苏省人民政府 朱步楼		2016			2	R197.1		
CCND2016	分级诊疗将根本缓解就医难	本报记者 李海楠	中国经济时报	中国经济时报	分级诊疗;就医难;基层医疗机构;		2016-04-15	本报记者 李海楠		2016			2	R197.1		
CCND2016	四道防线 构筑基本医疗保障体系	本报记者 王广涛	中国人口报	中国人口报	大病医疗保险;医疗救助;医疗保障;城乡居民医保;基本医疗保障体系;四道防线;分级诊疗;青海省;医疗服务模式;医保基金;		2016-04-08	本报记者 王广涛		2016			2	C924.21		
CCND2016	县级医院改革：全覆盖后的冷思考	湖北省政府参事 董尚荣 特约记者 毛旭 整理	湖北省政府;	健康报	县级公立医院改革;公立医院综合改革;分级诊疗;以药补医;冷思考;		2016-03-28	湖北省政府参事 董尚荣 特约记者 毛旭 整理		2016			2	R197.1		
CCND2016	让老百姓看病更快更好更省钱	本报记者 赵敬梅	广元日报	广元日报	分级诊疗;吴桂华;基层医疗;乡镇卫生院;市政协;		2016-03-24	本报记者 赵敬梅		2016			2	D628		
CCND2016	“互联网＋”如何助力分级诊疗？	本报记者 罗朝淑	科技日报	科技日报	分级诊疗;互联网医院;陈仲强;		2016-03-16	本报记者 罗朝淑		2016			2	R-05		
CCND2016	“健康小屋”助力分级诊疗	河北省邯郸市卫生计生委主任 周海平 整理 本报记者 李湛祺	河北省邯郸市卫生计生委;	健康报	健康小屋;分级诊疗;基层医疗卫生机构;		2016-03-07	河北省邯郸市卫生计生委主任 周海平 整理 本报记者 李湛祺		2016			1	R197.1		
CCND2016	零售电商要紧跟医疗消费需求	本报记者 刘卉	医药经济报	医药经济报	母婴产品;分级诊疗;售电商;医药电商;医疗消费;		2016-02-26	本报记者 刘卉		2016			2	F724.6;R-05		
CCND2016	推进分级诊疗 解决看病难看病贵问题	本报记者 樊琼	咸阳日报	咸阳日报	分级诊疗;看病难看病贵;居民健康卡;		2016-02-25	本报记者 樊琼		2016			1	R197.1		
CCND2016	看小病更省钱 看大病更方便	本报记者 晁瑾	新疆日报(汉)	新疆日报(汉)	分级诊疗;基层卫生服务机构;基层医疗机构;全科医生;医联体;		2016-02-18	本报记者 晁瑾		2016			2	R197.1		
CCND2016	分级诊疗这台戏 大医院该演啥	大连医科大学附属第二医院院长 赵作伟 整理 本报记者 阎红	大连医科大学附属第二医院;	健康报	分级诊疗;医疗联盟;大型公立医院;		2016-02-15	大连医科大学附属第二医院院长 赵作伟 整理 本报记者 阎红		2016			2	R197.1		
CCND2016	10分钟健身圈将现身社区	本报记者 矫晓虹 通讯员 杨正辉	威海日报	威海日报	医疗器械产业;医疗联合体;健身圈;		2016-02-05	本报记者 矫晓虹 通讯员 杨正辉		2016			3	D669.3		
CCND2016	号贩子零存在的条件是什么？	健康时报特约评论员 郑山海	健康时报;	健康时报	社区医疗机构;分级诊疗;是什么;		2016-02-04	健康时报特约评论员 郑山海		2016			1	R197.1		
CCND2015	2016，商业向哪儿看		北京商报	北京商报	移动电商;智能快递柜;分级诊疗;供应链金融;家电维修;线上线下;末端配送;零售业;消费者;奥特莱斯;维修领域;		2015-12-23			2015			4	F724		
CCND2015	微医集团大数据分诊的颠覆	本报记者 朱萍	21世纪经济报道	21世纪经济报道	分级诊疗;医疗数据;基层医生;丁香园;大数据;		2015-12-14	本报记者 朱萍		2015			2	R-05		
CPFD2016	我国分级诊疗体系实施现状研究	刘肖肖;任建萍;钟姝雅;李林蔚;张涛;孙立奇;	杭州师范大学医学院;	2015年浙江省医学会健康管理学分会学术年会暨健康管理学学科与学术发展论坛论文汇编	分级诊疗;;现状;;对策	"构建""小病在社区、大病进医院、康复回社区""的就医格局,建立分级诊疗制度,有利于提高医疗服务体系效率、优化就医秩序,缓解群众看病就医问题。本文从分级诊疗的政策背景和概念出发,通过对目前国内分级诊疗的实施现状与问题进行梳理,提出发展对策。为今后我国分级诊疗体系的发展及相关研究提供参考。"	2015-12-11	刘肖肖;任建萍;钟姝雅;李林蔚;张涛;孙立奇;		2015			1	R197.1		
CCND2015	专注于做互联网医疗保险	王楠 左越 本报记者 王方琪	中国保险报	中国保险报	商业健康险;传统保险;互联网医疗;ACO;重疾险;慢病管理;保险业;ACA;互联网保险;保险行业;医疗联合体;互联网化;		2015-12-09	王楠 左越 本报记者 王方琪		2015			4	F842.684;F724.6		
CCND2015	高血压糖尿病必须基层首诊？	南方日报记者 严慧芳	南方日报;	南方日报	基层首诊;高血压;分级诊疗;全科医生;基层医生;		2015-12-08	南方日报记者 严慧芳		2015			2	R197.1		
CCND2015	分级诊疗：在尝试中破解看病难	本报记者 楚超	保健时报	保健时报	分级诊疗;三甲医院;看病难;社区医院;三师共管;全科医生;		2015-12-03	本报记者 楚超		2015			2	R197.1		
CCND2015	加快中医药事业发展 夯实民生民心工程	广元市卫生和计划生育委员会主任 广元市中医药管理局局长 吴桂华	广元市卫生和计划生育委员会;广元市中医药管理局;	广元日报	中医药事业;中医药健康服务业;中医药服务能力;深化医改;“治未病”健康工程;卫生计生系统;中医药特色;医药卫生体制改革;健康服务产业;双向转诊;健康服务需求;中西医并重;和谐医患关系;中医药产业;民心工程;		2015-11-16	广元市卫生和计划生育委员会主任 广元市中医药管理局局长 吴桂华		2015			2	R197.1		
CCND2015	“互联网+分级诊疗”助力医疗器械业发展	本报研究员 张献	上海证券报	上海证券报	分级诊疗;医疗器械;医疗设备产业;优质医疗资源;分级诊疗制度;		2015-11-12	本报研究员 张献		2015			1	F426.4		
CCND2015	“医联体”为何叫好不叫座	本报记者 刘锦 杨静	陕西日报	陕西日报	医联体;医疗;社区医院;双向转诊;		2015-11-09	本报记者 刘锦 杨静		2015			1	R197.1		
CPFD2016	对浙江省优质医疗资源下沉工作一年的回顾和思考	陈扬波;	浙江省立同德医院ICU;	2015年浙江省全科医学学术年会论文汇编	城市医院;;县级医院;;医疗资源下沉;;分级诊疗;;托管;;医改	"目的回顾浙江省优质医疗资源下沉一年的成效和不足,探讨推进方法。方法由省市三级医院定期派遣管理技术团队并担任县级医院的行政职务,从医院管理、医疗质量、医疗技术等进行半年至一年的连续扶持,结合医疗网络服务平台构建、信息化建设等给予全方位的帮扶指导。结果优质医疗资源下沉工作一年,取得了显著的经济和社会效益,但也出现了财物下沉困难、被托管医院的被动性、职工对利益的担心、医疗资源配置新的不平衡等问题。结论优质医疗资源下沉是城乡医院对口支援工作的大胆创新和有益尝试,为进一步推进下沉工作,必须深化医改,加快推进公立医院综合改革。"	2015-11-07	陈扬波;		2015			5	R197.32		
CPFD2016	医疗联合体内三级机构双向转诊模式构建与成效	方舟;	浙江省绍兴市柯桥区绍兴第二医院平水分院;	2015年浙江省全科医学学术年会论文汇编	医疗联合体;;双向转诊;;社区卫生服务	"通过对绍兴第二医院与平水镇卫生院建立紧密型医疗联合体后构建的三级机构双向转诊模式的成效讨论,分析该模式的优点与存在的不足,提出可行性意见,以促进该模式的进一步完善与发展。"	2015-11-07	方舟;		2015			2	R197.3		
