SrcDatabase-来源库	Title-题名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	FirstDuty-第一责任人	Fund-基金	Year-年	Volume-卷	Period-期	PageCount-页码	CLC-中图分类号	URL-网址	DOI-DOI
CJFD2014	2014年10月例行发布会材料一:分级诊疗工作推进情况		中国全科医学	中国全科医学	分级诊疗;分级诊疗制度;医疗联合体;分级诊疗模式;医疗服务价格;基层首诊;医疗服务体系;深化医改;公立医院改革;	"开展分级诊疗工作是深化医改的重要内容之一,新一轮医改启动以来,国家把建立完善分级诊疗模式,积极推进全科医生与居民契约服务,选择部分城市开展基层首诊试点工作作为公立医院改革的一项重要抓手,各地积极探索,充分发扬首创精神,试点工作初见成效。各地主要做法:一是研究出台相关政策。江苏、浙江、四川、青海等省分别以省政府名义或多部门联合发文印发了关于分级诊疗工作的专门文件,从资源配置、制度建设、保障措施、考核评价等方面对分级诊疗制度做出了相应规定。北京、上海、宁夏、重庆等地在医疗联合体、医疗"	2014-11-05			2014	17	31	3672	R197.1		
CJFD2014	钟森:竞争文化打造医院战斗力	杨晓慧;卢家强;	中国医院院长	中国医院院长	医疗联合体;竞争激烈;十堰市人民医院;专科中心;市级公立医院;三级医院;二级医院;民营医院;地市级医院;出院病人;门诊量;	"""现在全国各地医疗机构都在竞相发展,不进则退、慢进亦退,特别是在我们这样市场竞争激烈的地市级医院。""十堰市人民医院院长钟森如是说。只有80多万人口的十堰市区,座落着3家综合性三级甲等医院、3家专科三级医院以及10多家二级医院、民营医院,医疗竞争十分激烈。狭小的生存空间加上高密度医疗资源,各医院如何生存与发展?作为当地的医疗劲旅——湖北省十堰市人民医院(以下简称""十堰人民医院"")2013年却实现了年门诊量120万余人次、出院病人7万余人次的瞩目业绩。上任"	2014-11-01	杨晓慧;		2014		21	46-47	R197.3		
CJFD2014	基于政府视角的双向转诊发展对策研究	许静静;王玉洁;沈欣;	南京大学医学院附属鼓楼医院;	行政事业资产与财务	双向转诊;;激励机制;;监督机制;;大型医院;;社区卫生服务中心	"目前双向转诊虽有发展,但实施结果却不尽如人意。双向转诊的运转需要多方支持,政府、医疗机构、患者缺一不可。政府作为双向转诊的提出和倡导者,应当从宏观上把握双向转诊的发展方向及趋势,制定完善相关政策法规,规范并监督双向转诊的实践与发展。"	2014-10-28	许静静;		2014		30	227-228	R197.1		
CJFD2014	公立医院与社区卫生服务机构双向转诊机制的探讨	刘斌;叶丽娜;卢向红;王济纬;陈红燕;	丽水市人民医院;温州医科大学附属第六医院;丽水市莲都区白云社区卫生服务中心;	中国公共卫生管理	医疗改革;;双向转诊;;社区卫生服务;;卫生管理	"目的探讨公立医院与社区卫生服务机构双向转诊机制,对中国目前的转诊机制提出对策和展望。方法对双向转诊的发展、现状进行了分析,总结了当前中国双向转诊所面临的困难、不足,结合德国、美国、英国在转诊方面的理论与实践方面的先进经验,通过查阅文献、实际调查、个别访谈等方法进行。结果公立医院与社区卫生服务机构双向转诊机制尚未有效建立,需要尽快形成共识,落实实施。结论公立医院与社区卫生服务机构转诊中出现的执行困难问题不是独立的卫生事件,而是一个综合性的社会问题。"	2014-10-20	刘斌;	2012年浙江省丽水市社会科学研究课题(LC201253)	2014	30	05	616-618	R197.1		10.19568/j.cnki.23-1318.2014.05.003
CJFD2014	各地		中国卫生人才	中国卫生人才	医疗卫生服务;县域内;中医医院;乡镇卫生院;就诊率;基层医疗卫生机构;县级公立医院;双向转诊制度;取消药品加成;分级诊疗;	"福建启动县乡医疗卫生服务一体化管理试点近日,福建省卫生计生委下发《福建省县乡医疗卫生服务一体化管理试点工作指导意见》,指出除厦门市外,该省其他设区市探索建立分级诊疗和双向转诊制度,并力争2015年县域内患者就诊率达到90%左右。此次试点医疗机构将实行人员、医疗业务、医疗设备和绩效考核的统一管理。实行县、乡医疗卫生服务一体化管理的试点县,可将技术力量薄弱、医务人员少的乡镇卫生院人员管理权限纳入县级医院统一"	2014-10-15			2014		10	8	R197.1		
CJFD2014	中医院糖尿病双向转诊模式探索与思考	张裕华;甄仲;倪青;	中国中医科学院广安门医院;	中国中医药信息杂志	糖尿病;;双向转诊;;中医院;;社区医疗机构	"近年糖尿病发病率逐渐攀升,随之而来的医疗费用居高不下、卫生资源紧缺等问题使其成为我国卫生服务管理的重点慢性疾病。中医药治疗糖尿病具有明显的优势,使构建中医院协同社区医疗机构间的糖尿病双向转诊模式方兴未艾。本文回顾了目前大中型医院与周边社区实行糖尿病双向转诊的基本情况,结合中医治疗糖尿病的现状,探讨中医院糖尿病转诊就医模式的意义,强调实施双向转诊的可行性及有效性,为进一步开展中医院与社区医疗机构间糖尿病双向转诊的医疗模式提供思路。"	2014-10-15	张裕华;		2014	21	10	7-9	R197.1		
CJFD2014	探索医疗联合体建设		北京市政协医药卫生界专题考察组;	北京观察	医疗联合体;无缝对接;医联体;双向转诊;社区医疗机构;	"""医联体""内大部分医疗机构信息系统自成体系、互不兼容,诊疗信息、影像及检验资料难以共享,双向转诊的一体化连续性医疗服务无法实现无缝对接,远程会诊无法全面开展,也难以避免""医联体""内部重复检查和重复开药。""医联体""运行近两年来,在专家援助、业务指导、资源利用和人员培训等方面取得了许多的成绩,也反映出一些问题,亟待解决。首先,试点""医联体""模式下双向转诊不足,下转病人多、上转病人少。试点""医联体""内由于各成员单位的行政隶属关系和经费来源不同,"	2014-10-15			2014		10	44-45	R197.3		
CJFD2014	社区卫生机构信息网络的连接方式探究	陈光;	天津市泰达医院;	信息技术与信息化	社区医疗;;联网方式选择;;移动网络应用	"社区卫生服务是我国医疗改革的重点之一,是解决我国卫生资源有限、发展不平衡、看病难、看病贵的重要途径。社区卫生工作中建立健康档案,实现双向转诊等,是社区卫生服务工作中非常重要的内容。这些工作的开展都要借助信息网络平台才能实现,而畅通的网络连接又是信息平台的硬件基础。因此,建立和完善社区医疗网络,提高社区卫生机构的信息化水平,是确保社区卫生服务推行、发展的关键因素之一。"	2014-10-15	陈光;		2014		05	84-87	TN913.3		
CJFD2014	用问题倒逼机制促医改破题	欧阳晓晖;	内蒙古自治区卫生计生委;	实践(思想理论版)	问题倒逼;公立医院改革;医药卫生体制改革;分级诊疗;《中共中央关于全面深化改革若干重大问题的决定》;医疗卫生服务;基层医疗机构;以药补医;三级医院;倒逼机制;	"习近平总书记在《中共中央关于全面深化改革若干重大问题的决定》的说明中指出:""我们中国共产党人干革命、搞建设、抓改革,从来都是为了解决中国的现实问题。可以说,改革是由问题倒逼而产生,又在不断解决问题中得以深化。""推进改革不仅要有敢于攻坚的决心和勇气,还要有强烈的问题意识和解决难题的魄力。新一轮深化医药卫生体制改革4年多,经过从易到难、从局部到"	2014-10-10	欧阳晓晖;		2014		10	13-15	R197.1		
CJFD2014	视点		今日浙江	今日浙江	国土资源部;公立医院改革;分级诊疗;风险自担;	"财政部:地方债谁借谁还国务院近日印发《关于加强地方政府性债务管理的意见》。财政部有关负责人在接受记者采访时表示,地方政府对其债务负有偿还责任。要分清政府债务和企业债务的边界,切实做到谁借谁还,风险自担。国土资源部:严控填海造地9月30日,国土资源部研究审议关于落实沿海滩涂开发与保护有关措"	2014-10-10			2014		19	5	F812.5		
CJFD2014	第二部 资源“突围”		中国卫生	中国卫生	医院托管;双向转诊;分级诊疗;浙江省人民医院;乡镇卫生院;基层首诊;淳安县;	"通过人才和资源双下沉,使基层的服务能力和服务效率两提升,从而重塑基层在老百姓心目中的声誉,这样的柔性引导能够更好地化解基层首诊、双向转诊、分级诊疗直接推行所遇到的改革阻力。浙江省的基层医务人员说:""如果一刀切,让老百姓全都先到基层首诊,我们可能也吃不消。""意识到这种实际情况后,浙江省在医改中,并没有马上强制患者基层首诊,"	2014-10-05			2014		10	17-20	R197.1		
CJFD2014	第三部 联动“破冰”		中国卫生	中国卫生	四季青社区卫生服务中心;张德元;医保管理;分级诊疗;乡镇卫生院;公立医院改革;卫生院院长;	"只有政府通过政策引导,上下级医疗机构相互合作,医保、医药配合,分级诊疗的路才能通。在公立医院改革、双下沉两提升举措等的支持下,目前,浙江省很多地方都在试点分级诊疗和全科医生签约制,政府采取政策引导、病人选择自愿,服"	2014-10-05			2014		10	21-22	R197.1		
CJFD2014	仍需攻克难点		中国卫生	中国卫生	公立医院改革;分级诊疗;医务人员;一般诊疗费;卫生院院长;“三医”联动;乡镇卫生院;医联体;	"浙江省人民医院院长黄东胜优质资源下沉是有限度的,紧密型托管不可能托管太多。为了将托管落到实处,浙江省要求城市医院优先选派素质好、业务精的人员到基层工作,为了响应省里号召,我们托管淳安县人民医院1家就下派了18名副高"	2014-10-05			2014		10	23-25	R197.3		
CJFD2014	深水区改革最需要顶层设计——对话浙江省卫生计生委副主任马伟杭		中国卫生	中国卫生	零差率销售;分级诊疗;县级公立医院;浙江省;顶层设计;	"记者:浙江省改革的流程是如何体现上下联动的改革思路的?马伟杭:2009年医改启动时,浙江省就决定走自己的路:随着社会经济的发展和其他领域的改革,卫生也要改,而且要干在实处,走在前列。2010年到2011年,浙江省从县级公立医院开始改起,实行以药品零差率销售为切入点的综合改革。"	2014-10-05			2014		10	26-28	R197.1		
CJFD2014	占床不“占理”	樊荣;匡莉萍;	北京市第二医院;	中国医院院长	医疗服务;报销比例;合同解除;分级诊疗;医疗救助;医疗机构;救助工作;医疗秩序;住房救助;	"只要医疗机构做出合同解除的意思表示和行为,无论患者是否认可,均可以宣告合同解除。近年来,我国医患关系总体较为紧张,局部矛盾突出,涉医违法行为也在逐年增多。在诸多行为中,患者长期滞留医院问题尤为突出。据了解,自2014年8月起仅北京市就有20余家三级医院陆续报出48件滞留医院强占病房类事件。其中,滞留时间最短的也已超过半年,最长的则有"	2014-10-01	樊荣;		2014		19	86-87	R197.2		
CJFD2014	居民为什么愿意在社区医院首诊	岑文华;叶慧;张海燕;	今日浙江	今日浙江	社区医院;社区居民;分级诊疗;江干区;卫生局;社区卫生服务中心;全科医生;	"最近浙江启动新医改分级诊疗制度试点。分级诊疗,简单地说,就是通过报销比例的杠杆,引导社区居民""首诊在基层、大病去医院、康复回社区""。从杭州市卫生局获悉,江干区分级诊疗改革已实施4年,创新开展的直通大医院""精确转诊""、创立影像远程诊疗中心、定向组建""慢性病社区管理体系""等工作,均为全国首创。据第三方测评结果显示,江干区群"	2014-09-25	岑文华;		2014		18	52-53	R197.1		
CJFD2014	医疗机构双向转诊运行机制研究	谢金柱;黄明安;	湖北中医药大学;	当代经济	双向转诊;;运行机制;;研究	"双向转诊机制的运行能有效缓解看病难、看病贵的现象,以及解决就医结构不合理的问题,能为居民提供方便、及时、有效及经济的医疗服务。但就目前的现状来看,我国双向转诊机制的运行还存在一些问题。对这一机制运行现状及存在的问题进行研究,有利于促进双向转诊机制的顺利运行。"	2014-09-23	谢金柱;		2014		18	24-25	R197.1		
CJFD2014	医院托管变奏曲	黄柳;	中国医院院长	中国医院院长	医院托管;卢湾区;公立医院改革;优质医疗资源;医疗费用;分级诊疗;托管费;中心医院;新医改方案;	"我国医院托管,应市场需求而生,又因行政推动而复起,托管主体也由当初的多元化″退变″至如今的单一化,个中原因值得玩味。借大政之势,医院托管再度踏入了医改舞台的聚光灯下。作为促进优质医疗资源下沉的一种模式,新医改以来,医院托管重新在越来越多的地区得以探索和实践,并逐渐形成新一波风潮。在省级层面,日前,国内首部以医院托管为主题的文件——《关于规范公立医院托管工作的通知》,由辽宁省卫生和计划生育委员会(以下简称""辽宁省卫计委"")发布。该委体改处负责人向《中国医院院长》记者表示,文件"	2014-09-15	黄柳;		2014		18	58-67	R197.3		
CJFD2014	医院品牌发展“四要”	陆仁平;	徐州市中心医院;	中国医院院长	医院品牌;“四要”;医联体;徐州市;淮海经济区;出院患者;双向转诊;	"徐州市中心医院的品牌战略发展逐渐由树立阶段向升级阶段过渡,成为淮海经济区第一医疗品牌,跻身中国地级城市医院前列。徐州,地处苏鲁豫皖四省交界地带,是淮海经济区的中心城市。徐州市中心医院围绕品牌发展战略,依托区域优势,在服务本市居民的同时积极拓展区域医疗服务市场,为周边地区的群众提供医疗健康服务。2013年在香港艾利彼医院管理中心""全国地市级医院百强""评比中位列第17名。构建区域品牌优势首先,开设""五大通道""。徐州市中心医院以""全国知名、江苏一流,淮海"	2014-09-15	陆仁平;		2014		18	78-79	R197.3		
CJFD2014	分级诊疗需发挥医保的支撑作用	姜日进;	青岛市社保局;	中国社会保障	分级诊疗;医疗保障制度;守门人;门诊统筹;分级诊疗体系;社区医疗机构;支撑作用;	"国务院《深化医药卫生体制改革2014年重点工作任务》明确提出:""制定分级诊疗办法,综合运用医疗、医保、价格等手段引导患者在基层就医,推动形成基层首诊、分级诊疗、双向转诊的就医秩序。""对此,笔者认为,基层医疗体系薄弱是影响我国目前建立合理的分级诊疗体系的核心问题,应尽快将基层医疗机构打造成老百姓诊疗和健康管理的守门人。医保在分级诊疗中的基础作用"	2014-09-01	姜日进;		2014		09	74-75	R197.1		
CJFD2014	好消息		中国医院院长	中国医院院长	住院医师规范化培训;好消息;县级公立医院;定点医疗机构;北京市民政局;分级诊疗;	"住院医师规范化培训国家标准正式出台8月26日,国家卫生计生委发布《住院医师规范化培训管理办法(试行)》、《住院医师规范化培训基地认定标准(试行)》和《住院医师规范化培训内容与标准(试行)》。三部新规明确规定我国住院医师规范化培训基地资质、培训年限、培训内容、培训方法等。北京养老机构明年将实现""医养结合""8月1 8日,北京市民政局、发改委等9个部门联合出台新政。到201 5年,北京市昕有养老机构和养老照料中心,将通过独立设置、配套设置或协议合作三种方式,完善医疗条件,让老人在"	2014-09-01			2014		17	20	R197.3		
CJFD2014	数字化康复领航	李则;	中国医院院长	中国医院院长	双向转诊;三级康复;康复服务;康复医疗;医疗服务体系;电子病历系统;	"数字化康复服务系统,狭义上讲是服务于一个康复科室,而广义来看则是规范三级康复服务网络。2011年9月,原卫生部在全国14个省46个城市展开了为期两年的康复医疗服务体系建设的试点工作。然而,在""康复服务体系""架构初见成效的同时,一些区域康复服务体系内机构管理不健全、双向转诊不通畅、基层康复医生治疗手段单一且不规范等问题也频频显现。为了进一步优化医疗结构布局,探索分层级、分阶段的康复医疗服务体系,并结合《电子病历系统功能应用"	2014-09-01	李则;		2014		17	50-51	R197.324		
CJFD2014	破题分级诊疗	石应康;	四川大学华西医院医院管理研究所;	中国医院院长	分级诊疗;社区医疗机构;分级诊疗体系;	"要建立理想的分级诊疗体系,需要改变培养人才的机制,建立起顺畅的双向转诊制度,而政策是否到位是其中的关键。要建立理想的分级诊疗体系,首先要对各级医院做好分工,并借助医疗IT技术实现患者在不同医院间的在线转入和转出以及医患之间的在线交流。但是,我国现行的分级诊疗体系中还存在着很多问题,要解决这些问题,需要改变培养人才的机制,建立起顺畅的双向转诊制度,而政策是否到位是其中的关键。"	2014-09-01	石应康;		2014		17	84-85	R197.1		
CJFD2014	基于云计算的远程医疗系统软件设计	曹朝轮;唐晓梅;武召弟;	上海复高计算机科技有限公司;	电子技术与软件工程	远程医疗;;远程会诊;;云计算	"本文基于上海市经信委201 3年软件和集成电路产业发展专项资金资助项目""基于云计算的远程医学平台项目""(编号1 30429)的研究,将云计算的技术和服务模式引入远程医学,设计实现基于云技术的、多用户的、可配置的、跨区域的远程医学服务云平台,实现远程会诊、远程专科诊断、远程监护、远程手术指导、远程教育、远程数字资源共享、双向转诊、远程预约等云应用服务。"	2014-08-27 11:08	曹朝轮;	上海市经信委2013年软件和集成电路产业发展专项资金资助项目“基于云计算的远程医学平台项目”(编号130429)的研究	2014		17	89-90	R197.324	https://kns.cnki.net/kcms/detail/10.1108.tp.20140827.1108.061.html	
CJFD2014	关于构建分级诊疗制度相关问题的思考	王虎峰;王鸿蕴;	中国人民大学医改研究中心;	中国医疗管理科学	医改;;分级诊疗;;制度;;双向转诊	"我国医改推进过程中,分级诊疗制度是一项必要的改革举措。文章分析了分级诊疗制度对我国现阶段改革的重要意义,梳理了分级诊疗制度在我国的发展历史,结合我国分级诊疗改革的现实基础和发展趋势,提出五个方面的可操作化建议,即从短期来看,需要形成合理有序的转诊流程;建立可操作化流程;建立转诊的约束机制和激励机制;制定详细的各类转诊标准和指标。从长期来看要改善我国医疗资源分配的不均衡的情况,提升基层服务能力,为分级诊疗制度长期良性运转打好基础。"	2014-05-15	王虎峰;		2014	4	01	28-30	R197.1		
CJFD2013	三甲医院托管二甲医院 优化区域医院网络化管理新内涵	于新发;陈小伍;伍锦浩;李恒寿;	佛山市顺德区第一人民医院;	现代医院	公立医院;;托管;;管理;;网络化	"为探索三甲医院托管二甲医院的新模式,顺德第一人民医院(三甲综合医院,以下称总院)于2012年12月再次托管了第二间镇医院(二甲综合医院)。通过转变观念,引入总院先进的管理理念,加大设备、信息化投入,人才双向交流,病人双向转诊,引入竞争公平的绩效工资改革机制。结果行政管理效率提高,中层干部执行力增强,医院氛围良好,开展的适宜技术增加,学科建设提速,门诊和住院病人增加,群众满意度提高。说明三甲医院托管二甲医院是可行的,从而进一步优化了区域医院网络化管理新内涵。"	2014-01-07 20:14	于新发;		2013	13	12	1-3	R197.3	https://kns.cnki.net/kcms/detail/44.1534.Z.20140107.2014.008.html	
CJFD2013	优化资源配置 推进分级诊疗——郑州市卫生局探索建立区域医疗联合体新举措	王继尧;	决策探索(下半月)	决策探索(下半月)	区域医疗联合体;卫生局;分级诊疗;优化资源配置;	"十一届三中全会后,改革开放的春风吹遍祖国的大江南北,中国老百姓逐步走上了致富的道路。但是,我国的医疗体系却并没有跟上百姓富裕的步伐。进入21世纪后"",看病难""的问题愈加凸显。多年来,党和国家在医改问题上不断探索,十八大报告提到,要坚持为人民健康服务的方向,坚持预防为主、以农村为重点、中西医并重……重点推进医疗保障、医疗服务、公共卫生、药品供应、监管"	2013-12-28	王继尧;		2013		12	91	R197.1		
CJFD2013	无锡市完善社区首诊制度的探讨	谢卫星;王延秋;倪雯妍;	无锡市新区江溪街道社区卫生服务中心;	江苏卫生事业管理	社区首诊制;;双向转诊;;探讨	"社区首诊制是构建""小病在社区、大病进医院、康复回社区""的多层次医疗保障体系的基石。为进一步完善社区首诊制,作者针对社区首诊制的定义和发展做出阐述,通过政策研究、数据分析、人物访谈等方式对无锡市社区首诊制实施情况进行了认真的调查,在此基础上,对如何完善社区首诊制进行探讨。"	2013-12-28	谢卫星;		2013	24	06	265-266	R197.1		
CJFD2013	构建医疗联合体协同服务体系的政策价值与现实意义	梁鸿;刘强;芦炜;	复旦大学社会发展与公共政策学院;	中国卫生政策研究	卫生体制改革;;医疗联合体;;协同服务;;政策价值;;现实意义	"构建医疗联合体协同服务体系在新医改背景下对于建立有序、有效的新型医疗卫生服务体系具有重要作用与意义。在当前环境下建立这一服务体系难以通过行政化手段或医保报销手段实现,可行之路是采取权益交换的方式,而医疗联合体协同服务是实现权益交换的关键组成和有效保障。同时实施医疗联合体协同服务是探索医保支付方式改革的实施平台,是推进公立医院改革的重要途径和未来医院集团化的基础探索,具有重要的政策价值与现实意义。"	2013-12-25	梁鸿;	2009年国家社会科学基金重大项目(09&ZD059)	2013	6	12	1-5	R197.1		
CJFD2013	如何构建医疗联合体:组织模式、利益机制和服务内容	芦炜;梁鸿;	复旦大学社会发展与公共政策学院;	中国卫生政策研究	医疗联合体;;组织模式;;利益机制;;服务内容	"建立医疗联合体协同服务机制在当前医疗卫生环境下具有重要意义,国内各地相继展开有关探索并取得了一些成绩,但对于医疗联合体的组织模式、利益机制和服务内容等方面尚需进一步研究与探索。根据组织模式的不同将医疗联合体分为契约式、托管式和兼并式三种。通过SWOT方法分析医疗联合体成员开展协同服务的利益诉求和风险,在此基础上提出构建利益平衡机制的三种方法,即夯实协同服务的群众基础、建立有效的补偿激励机制和科学的考核管理机制。最后,总结了医疗联合体协同服务的主要内容,从双向转诊服务、人才培养和资源共享三个方面进行了相关分析。"	2013-12-25	芦炜;	2009年国家社会科学基金重大项目(09&ZD059)	2013	6	12	6-11	R197.1		
CJFD2013	上海市长宁区构建区域医疗联合体的制度设计	葛敏;江萍;赵晓鸣;徐蕾;马周理;芦炜;	上海市长宁区卫生和计划生育委员会;复旦大学社会发展与公共政策学院;	中国卫生政策研究	医疗联合体;;医疗服务体系;;制度设计	"探索建立区域医疗联合体是家庭医生签约服务制改革的保障,是建立有序、有效的新型医疗服务体系的关键。而上海市长宁区社区卫生服务和家庭医生制度改革为探索建立区域医疗联合体创造了良好的基础和条件。长宁区围绕医疗卫生体制改革总体目标要求,结合家庭医生制度试点工作,从分级诊疗、远程医疗、集约化检验、信息化建设、社区人才培养和技能提升等方面入手,探索构建了区域医疗联合体,建立了区域医疗卫生协同服务体系,开展相关协同医疗服务。"	2013-12-25	葛敏;		2013	6	12	12-18	R197.1		
CJFD2013	上海市长宁区构建区域医疗联合体的政策效果、经验与建议	江萍;陈支援;缪栋蕾;芦炜;	上海市长宁区卫生和计划生育委员会;复旦大学社会发展与公共政策学院;	中国卫生政策研究	医疗联合体;;资源整合;;政策成效;;经验;;建议	"上海市长宁区结合区内社区卫生服务发展情况和区域内医疗卫生服务机构的规划布局探索建立区域医疗联合体,提升了社区卫生服务能力和水平,提高了居民对双向转诊服务的利用,初步引导了有序就医新秩序的建立,取得了一定成效。长宁区的实践经验主要是结合社区卫生改革,以满足居民需求为核心;因地制宜,建立多渠道双向转诊平台;强调自主选择,建立新型有序就医链条。同时分析了工作中存在的一些问题,如双向转诊的可持续性、上转容易下转难、社区卫生服务人员培养的困境,并提出了相关建议。"	2013-12-25	江萍;		2013	6	12	19-24	R197.1		
