SrcDatabase-来源库	Title-题名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	FirstDuty-第一责任人	Fund-基金	Year-年	Volume-卷	Period-期	PageCount-页码	CLC-中图分类号	URL-网址	DOI-DOI
CJFD2018	江苏省实行家庭医生首诊式签约服务的做法与特点	汤苏川;姜仑;	江苏省基层卫生协会;江苏省卫生计生委;	中国农村卫生事业管理	家庭医生;;签约服务;;基层首诊	"在全国各地全面推进家庭医生签约服务形势背景下,如何围绕和实现基层首诊、分级诊疗这个中心目标,做实和做稳家庭医生签约服务工作,江苏探索并选择确立""首诊式""签约服务模式,作为全省家庭医生签约服务主体实施方向,并就如何保障和提高居民""首诊式""签约率,在加强基层医疗服务能力建设、改善签约居民服务体验、增强签约双方获得感等方面采取系列综合配套举措。"	2018-01-20	汤苏川;		2018	38	01	18-20	R197.1		
CJFD2018	基于分级诊疗视角下的县域医共体构建初探	黄胜利;楼唯君;沙奇科;	浙江省余姚市卫生和计划生育局;	中国农村卫生事业管理	分级诊疗;;县域医共体;;构建对策	"文章分析了县域医共体构建过程中存在的主要问题,提出了构建对策和具体路径,并就医共体可持续发展提出建议。"	2018-01-20	黄胜利;		2018	38	01	22-24	R197.1		
CJFD2018	构建分级诊疗模式面临的挑战与应对策略	王飒莉;	复旦大学附属肿瘤医院;	管理观察	分级诊疗;;英国;;医疗改革;;医疗服务	"通过分析我国在推行分级诊疗过程中出现的问题,并借鉴英国分级诊疗实践与经验,从改变就医观念、完善制度机制、加强医护人员能力建设及医联体方面,提出我国构建分级诊疗模式的应对思路。"	2018-01-20	王飒莉;		2018		02	162-164	R197.1		
CJFN2018	互联网企业布局基层医疗	张秀丽;	现代养生	现代养生	基层医疗;互联网医疗;基层医生;分级诊疗;就诊量;	"互联网医疗行业的发展新概念层出不穷,大数据、O2O、人工智能等。从去年下半年开始,一些互联网医疗企业开始突出""基层医疗""概念,并陆续布局基层医疗。继好大夫在线启动""链接赋能""计划后,近日,平安好医生也宣布启动面向1万名村医的""乡村好医生帮扶计划""。分级诊疗吸引企业""进场""医改之下,推动分级诊疗,形成有序的诊疗模式,不仅中国各级卫生部门"	2018-01-20	张秀丽;		2018		02	9	F49;R-05		
CJFN2018	福建省人民政府办公厅关于印发福建省推进医疗联合体建设和发展实施方案的通知		福建省人民政府办公厅;	福建省人民政府公报	医联体;紧密型;医疗服务;医疗联合体;医共体;建设和发展;人民政府;福建省;	"闽政办[2017]144号各市、县(区)人民政府,平潭综合实验区管委会,省人民政府各部门、各直属机构,各大企业,各高等院校:《福建省推进医疗联合体建设和发展实施方案》已经省政府研究同意,现印发给你们,请认真组织实施。2017年12月4日福建省推进医疗联合体建设和发展实施方案为贯彻落实《国务院办公厅关于推进医疗联合体建设和发展的指导意见》(国办发[2017]32号)精神,推动我省医联体建设科学、规范、健康发展,结合我省实际,制定本实施方案。"	2018-01-20			2018		02	24-27	R197.1;D625		
CMFD2019	医改背景下的医联体管理模式研究	周群	东南大学	东南大学	医联体;;双向转诊;;分级诊疗	"为缓解医疗卫生资源总量不足、质量不高、分布不均匀、资源不平等不合理现象,国家各级政府一直在积极地探索有效的解决方案。2015年3月,国务院办公厅印发了《全国医疗卫生服务体系规划纲要(2015-2020年)》。纲要对医疗联合体(以下简称医联体)的建设提出了明确的要求,并肯定了其对分级诊疗模式的推动作用。在贯彻落实深化医疗改革新要求背景下,为了改变传统的相对松散或刻板的合作模式,探索新型纵向型医联体管理模式至关重要。医联体的建设应该基于“平等互利、资源共享、合作共赢、自主自愿”的原则,方便各级医疗机构间进行平等对话,并逐步实现对基层医疗机构的全覆盖,不断提高基层医疗机构服务能力和水平。本文利用管理学的Plan-Do-Check-Act(PDCA)循环理论分析当下医联体合作模式中普通存在的问题。其次,结合国际国内成功经验和实证研究的案例,本文还提出一些推进医联体建设的建议。在对医联体概念界定的基础上,本文选取了部分试点省份的建设现状进行调查研究,并重点研究了江苏省部分地市的医联体建设情况。通过实证研究“中大医院模式”的探索,明确了新型医联体合作模式的发展方向。在原有医疗资源无明显增加的情况下,医联体可以最大限度地合理分配和利用医疗资源,从而有效提高医疗水平,显著提升患者和社会的满意度,完善双向转诊,促进分级诊疗新格局的呈现。"	2018-01-20	周群		2018		01	57	R197.1		
CJFD2019	基于Gale-Shapley的医疗供应链资源双边匹配模型研究	路应金;邓玉琴;王静;	电子科技大学经济与管理学院;	实验科学与技术	医疗供应链;;双边匹配;;Gale-Shapley模型;;分级诊疗	"该文基于Gale-Shapley算法模型对医院分级诊疗体系中医生与病人双向选择进行最优资源配置,并以N医院Y专科为例,最终得到符合帕累托最优的稳定匹配。该文在医疗供应链资源供需匹配方面进行了深入研究,为医疗体系的顶层设计提供了参考价值,从而改变我国目前医疗供应链资源管理不合理的问题,促进医疗服务分级诊疗的实现。"	2018-01-19 16:38	路应金;	国家自然科学基金资助项目(71372140);; 教育部人文社科专项任务项目(13JDGC002)	2019	17	02	134-137+141	R197.1	https://kns.cnki.net/kcms/detail/51.1653.N.20180119.1451.014.html	
CJFD2018	内蒙古地区某院医联体内病案管理体系的建立	陆俪平;王智慧;李耀亭;张超;云志中;	内蒙古自治区人民医院;	中国病案	医疗联合体;;病案管理;;双向转诊;;分级诊疗	"通过对医联体单位病案管理的发展现状进行调研,发现医联体单位病案管理工作中存在出院病案重复调档、工作人员素质参差不齐、对运行病历的质量不够重视等问题,本文根据医联体单位实际发展情况,从推动医联体内病案管理系统的建设、提升成员单位自身发展能力、促进区域医疗信息共享等角度出发,提出优化医联体单位病案管理软件、建立统一的标题信息格式、分类格式、数据存储格式、开展多种形式的培训、制定病案质量考核扣分制等一系列针对性解决措施,旨在逐步建设、完善医联体单位病案管理体系,合理分配医疗资源,提高服务效能,落实分级诊疗的工作,最终实现区域卫生体系建设持续发展。"	2018-01-18	陆俪平;	内蒙古自治区自然科学基金资助(2017MS(LH)0705)	2018	19	01	1-3	R197.323		
CJFD2018	医联体对社区卫生服务中心服务质量提升的效果	华宏涛;	首都医科大学附属北京同仁医院;	中国病案	医疗联合体;;改革;;社区卫生服务中心	"目的探索医联体改革对提升社区卫生服务中心服务质量的影响。方法统计2013年-2015年社区卫生服务中心居民就诊情况,通过问卷调查或电话回访的方式了解某社区居民对于医联体工作内容、优惠政策的知晓情况及满意率情况。结果 2014年、2015年社区门诊就诊人次较2013年同比增长4.33%、13.81%;2015年社区居民对医联体工作内容知晓率、医联体政策知晓率、社区服务满意率分别为78.52%、75.39%、83.01%,均较2014年有明显上升(P<0.05)。结论医联体的实施可使社区卫生服务中心的整体服务质量明显提升,社区居民满意度也随之明显提高。"	2018-01-18	华宏涛;		2018	19	01	21-22+36	R197.61		
CJFD2018	结构转型凸显区域引领——河南省人民医院全面推进公立医院综合改革纪实	胡晓军;张晓华;	人大建设	人大建设	公立医院综合改革;河南省人民医院;分级诊疗;结构转型;全面推进;	"近两年来,面对新医改纵深推进、人民健康需求逐渐升级、分级诊疗格局初步构建、药品加成全面取消等新形势、趋势,河南省人民医院立足三级综合医院功能定位,落实公立医院综合改革推进要求,明确发展道路,践行医改担当,做强专业学科、优化全程服务,不断凸显省域范围内的区域引领作用,走出了一条契合自身特色的公立医院综合改革发展之路。"	2018-01-16	胡晓军;		2018		S1	154-155	R197.3		
CJFD2018	医疗联合体实践难点问题分析与思考	雎胜勇;马克杰;李扬;施文大;田小庆;	扬州市第一人民医院;	中国医疗管理科学	医疗联合体;;医疗资源;;医药卫生体制改革	"医疗联合体作为政府整合区域内医疗资源,提升基层医疗服务能力,推动分级诊疗的重要举措,对深化医药卫生体制改革具有重要的意义。文章以扬州大学附属医院医疗联合体作为研究对象,分析其运行模式中存在的卫生人力资源不足、管理幅度力度有限等问题,提出相应的对策和建议,为进一步加强医疗联合体建设和发展工作提供参考。"	2018-01-15	雎胜勇;		2018	8	01	19-23	R197.1		
CJFD2018	基于“双下沉、两提升”政策的医院-社区改革实践与思考	郑秀秀;宋露露;张邢炜;	杭州师范大学;杭州师范大学附属医院;	当代医学	公立医院改革;;医院-社区;;区域医疗中心;;杭州市	"公立医院改革进程中尚未解决好医疗卫生资源分配不均衡的矛盾,浙江省自出台""双下沉、两提升""政策以来,杭州师范大学附属医院积极响应,与杭州市拱墅区社区卫生服务中心及其所属站点以心血管疾病为主要防治目标,建立医疗信息平台,实现卫生资源信息共享,在此基础上建立通畅的双向转诊渠道。通过信息平台建立和优质人力资源下沉,有效提高了社区医生的心血管疾病诊疗水平及社区居民的心血管疾病防护意识,在心血管病社区防治方面取得了一定的成效。然而,为了使帮扶工作能够更好地运行下去,还需进一步完善医疗信息平台,扩大防治疾病种类,完善资金投入、管理制度等问题。"	2018-01-15 09:52	郑秀秀;		2018	24	02	59-61	R197.1	https://kns.cnki.net/kcms/detail/11.4449.R.20180115.0951.044.html	
CJFD2018	主编寄语	韩济生;	中国疼痛医学杂志	中国疼痛医学杂志	医联体;分级诊疗;	"新年钟声即将敲响,《中国疼痛医学杂志》与您携手走过2017年。在2017和2018交界之际,我谨代表《中国疼痛医学杂志》编辑部全体员工,向孜孜以求的莘莘学子,向守护健康的医务工作者,向支持本刊的各位编委、作者、读者,向指导、支持本刊发展的各学术团体,致以衷心的感谢和新年的祝福!并要回顾一年的成绩和问题,为新的一年提出希望。2017年有许多值得疼痛界同仁回顾的历史性事件,从中看到疼痛界同仁用辛勤与汗水谱写""2017"""	2018-01-15	韩济生;		2018	24	01	1	+		
CJFD2018	乡镇卫生院医疗服务能力趋势变化与问题探讨——基于2009-2015年山东省乡镇卫生院医疗服务量的比较	吴敏;牟燕;刘岩;颜建华;何有琴;	山东省医药卫生科技信息研究所;	卫生软科学	乡镇卫生院;;门急诊人次;;住院人次;;双向转诊;;山东省	"[目的]调查分析2009-2015年山东省乡镇卫生院医疗服务量变化趋势,探讨存在问题,为提高乡镇卫生院的服务能力提供参考依据。[方法]对山东省17市所辖所有乡镇卫生院进行问卷调查,共回收有效问卷1577份。统计分析2009-2015年山东省乡镇卫生院的门诊量、入院人数、转诊情况、二级及以下手术和住院分娩的数量变化趋势。[结果]2009-2013年乡镇卫生院门急诊和住院服务量呈现明显的上涨趋势,2013-2015年基本持平。2015年,乡镇卫生院的门急诊人次和住院人数分别比2009年增长了41.39%和25.91%;接收上级医院下转患者29123人,比2009年增长33.57%;向上级医院转出患者144823人,比2009年增长22.65%。上转患者是下转患者数量的5倍。乡镇卫生院开展二级及以下手术222269台(次),比2009年增长4.45%;正常分娩量44434人,比2009年下降了66.96%。[结论]乡镇卫生院的门诊和住院服务量近几年未见明显增长,上级医院下转患者仍处于""量效双低""状态,基层首诊、双向转诊目标短期内难以实现。乡镇卫生院开展二级及以下手术、正常分娩的服务能力明显弱化,外科、妇产科等专科医疗能力亟待提升。"	2018-01-15	吴敏;	山东省医学科学院医药卫生科技创新工程:基于分级诊疗的基层医疗卫生机构发展策略研究;; 山东省医药卫生科技信息研究所科研项目:山东省乡镇卫生院全科医生发展状况与薪酬研究;; 山东省医药卫生科技发展计划项目:山东省乡镇卫生院中医药服务建设现状与能力水平研究(2016WS0535)	2018	32	01	16-19	R197.62		
CJFD2018	地市级医院“学科树”培育之道	黄柳;	中国医院院长	中国医院院长	地市级医院;余姚市人民医院;医院核心竞争力;分级诊疗;器官移植;急救医学中心;双重核算;中山市人民医院;卒中中心;黄晓东;	"身处省、县两级医院的夹缝之中,双压之下,培育特色学科大树,便成为这些医院保持竞争力、避免陷入困境的不二法门。在分级诊疗等一系列政策下,地市级医院当前走在特殊的发展阶段。学科作为医院核心竞争力,更加成为重中之重。如何顺应医学发展规律、患者对医疗服务的新需求,种好""学科树"",来自各地的地市级院长在第十一届中国医院院长年会分论坛上分享了他们在学科建设、战略定位方面的宝贵经验。"	2018-01-15	黄柳;		2018		02	76-79	R197.3		
CJFD2018	医联体模式下昆山市第四人民医院发展现状的调查研究	陈卫琴;张丽;胡建霞;张艳;王至冰;周晶;	昆山市第一人民医院;昆山市第四人民医院;	智慧健康	医疗体;;发展现状;;调查研究;;分级诊疗;;双向转诊	"作为确立分级诊疗,全面提高社区服务能力,使公立医疗机构与社区卫生服务中心相互补充的一项重要举措,医联体在此过程中起着关键作用。昆山市第四人民医院以""531""行动计划为契机,依托医联体建设,积极推进分级诊疗制度的建设和完善。调查同时发现,居民对医疗联盟体的认识程度不够、双向转诊仍存在障碍、基层医疗机构服务能力欠缺、未能建立长效的利益机制,医疗体建设仍处于探索阶段,需具体分析其问题并制定有效的措施。"	2018-01-15	陈卫琴;		2018	4	02	21-22	R197.3		10.19335/j.cnki.2096-1219.2018.02.11
CJFD2018	镇江市构建区域健康服务联合体的实践与启示	林枫;吴宝林;蒋栋明;毕永魁;	江苏省镇江高等专科学校党委;镇江市卫生和计生委医政医管处;镇江市医改办;镇江市卫生和计生委团委;	社会治理	三医联动;;分级诊疗;;区域健康服务联合体	"江苏镇江市的医疗改革以增进全民健康为根本目标,通过整合区域内卫生资源,以重构服务体系、改变就医模式、丰富分级诊疗内涵为路径,构建以人为本、连续服务、防治结合、上下联动、覆盖全方位、全生命周期的""区域健康服务联合体""。主要方法是组建集团明确权责、整合资源科学布局、加强帮扶夯实基层、防治结合综合防控、合理引导注重激励、搭建平台信息互联等。"	2018-01-15	林枫;		2018		01	75-79	R197.1		10.16775/j.cnki.10-1285/d.2018.01.014
DKFX2018	医保政策能否促进分级诊疗的实现:基于医疗需求行为的实证分析	李海明;徐颢毓;	中央财经大学政府管理学院;中央财经大学中国经济与管理研究院;	经济社会体制比较	分级诊疗;;医疗保险;;医疗需求行为;;健康中国	"在健康中国建设的时代背景下,推进分级诊疗体系建设,必须根据居民的医疗需求行为,采取适当的政策干预,引导居民前往基层医疗机构就医。医疗保险政策能够对医疗需求行为起到调节和促进作用,报销比例越高的医疗机构,越能够吸引居民就医。医疗服务价格的影响存在城乡差异,城镇居民对于价格因素不敏感。收入对医疗需求行为具有明显的分化作用,由于基层医疗机构的服务质量偏低,收入提高以后,居民很可能放弃医疗保险的报销政策,自付费用前往高质量的医院就诊。为了推进分级诊疗体系建设,必须充分发挥医疗保险政策的市场调节作用,引导优质医疗资源下沉,提高基层医疗机构的服务能力和服务质量。"	2018-01-15	李海明;	国家自然科学基金青年项目“先验信息、社会网络与互动过程:行为视角的医患关系研究”(项目编号:71603298);; 中央财经大学青年教师发展基金“协同治理视角下的医疗服务体系研究”(项目编号:QJJ1527)	2018		01	28-35	F842.684;R197.1		
CJFD2018	互联网+分级诊疗模式探讨	牟亚婷;	徐州市第一人民医院对外联络处;	中国卫生产业	互联网;;分级诊疗;;模式	"分级诊疗是区域卫生信息平台建设的重点内容,分级诊疗整合了医院的医疗资源,维护就诊的秩序。分级诊疗模式中,引入互联网思想,目的是解决分级诊疗过程中的问题,实现分级诊疗内各项数据的共享,促使互联网能够为分级诊疗模式提供高效的服务。由此,该文主要探讨互联网+分级诊疗模式的几点内容。"	2018-01-15	牟亚婷;		2018	15	02	159-160	R197.1		10.16659/j.cnki.1672-5654.2018.02.159
CJFD2018	“互联网+”分级诊疗信息化体系构建	刘永军;顾英立;李子扬;刘娜;王岩;	中国药科大学国际医药商学院;江苏艾洛特生物科技有限公司;	中华医学图书情报杂志	分级诊疗;;互联网+;;信息化体系;;医疗信息化	"构建以患者为中心、以临床信息系统为基础、以解决目前""互联网+""分级诊疗实施难点为导向的""互联网+""分级诊疗信息化体系,对线上服务、数据中心、线下管理三大核心模块进行设计与分析,有助于""互联网+""分级诊疗实现资源和需求的精准匹配,促进优质医疗资源纵向流动,提升基层服务水平与效率。"	2018-01-15	刘永军;	中央高校基本科研业务费科研专项基金资助“新医改背景下进一步完善医生多点执业政策的研究”(3010030043);; 力凡胶囊青年教师科研基金项目资助“新医改背景下医师多点执业推行效果评估与优化模式研究”(LFJJ-11)	2018	27	01	72-75+80	R197.1		
CJFD2018	“互联网+”时代下分级诊疗模式建设思考	洪建;颜雨春;周典;陶敏;杜明超;	安徽医科大学第一附属医院;	中国数字医学	互联网+;;分级诊疗;;资源配置	"分级诊疗早在新医改之初就已提出。当前,医改已进入了攻坚期,如何解决大医院人满为患、基层医疗机构资金、设备、人员闲置等问题,为什么分级诊疗困难重重、难以落实,这是医改必须直面的课题。我国试点省县的经验表明,医疗资源延伸配置,医疗服务模式转变,群众寻医问药的习惯改变,增强医疗机构管理运营绩效等都需要重新设计调整。在改体制、建机制、调结构的转型时期,如何利用互联网技术,针对分级诊疗的难点,发挥信息技术的优势,让上级医院优质资源放大延伸,医联体内省、县医院信息互联互通、三医联动、做强基层。实现医生、病人不动信息动,以技术手段保障基层医院诊疗水平是医改的终极目标。"	2018-01-15	洪建;	安徽省卫生计生委医学科研课题项目资助(编号:2005004)~~	2018	13	01	19-20+26	R197.1		
CJFD2018	建设信息化标准化的湖南儿科医联体	龙美元;李爱勤;李凤辉;陈杏芳;吴玉琴;	湖南省儿童医院;	中国数字医学	儿科医联体;;信息化;;标准化	"目的:通过医联体建设,合理分配医疗资源,提高医疗服务能力,构建""基层首诊、双向转诊、急慢分治、上下联动""的分级诊疗模式。方法:湖南儿科医疗联合体通过运用医联体线上平台,纵向整合医疗资源,形成分工协作的""作业网"",横向依托医院技术与品牌优势,采取""四个统一""的方法。结果:实现了专家资源共享、医联体平台共用,切实提高了医联体内各医院临床能力。结论:积极探索并创新医联体建设形式,通过线上线下活动相结合的工作模式,逐步实现并落实分级诊疗。"	2018-01-15	龙美元;		2018	13	01	21-23	R197.5		
CJFD2018	基于家庭医生签约服务的智慧社区服务平台建设	范敏华;汪泉;李祖胜;尉建锋;	闸弄口街道社区卫生服务中心;杭州卓健信息科技有限公司;	中国数字医学	家庭医生签约服务;;双向转诊;;客服中心	"闸弄口街道社区卫生服务中心为提高签约居民满意度,提升家庭医生工作效率,增强医疗机构科学管理水平,以家庭医生需求为导向,联合互联网企业共同研发了以签约、双向转诊、客服中心、移动App和服务监管为主的智慧社区服务平台。平台运行8个月,帮助社区卫生服务中心提高签约服务质量,加强患者院后管理,形成""签约+服务""的闭环模式。"	2018-01-15	范敏华;		2018	13	01	24-26	R197.61		
